id,lat,lon,alt,name,tz,search_name
KBTR,30.54,-91.15,18.0,"Baton Rouge, Baton Rouge Metropolitan, Ryan Field",America/Chicago,"Ryan Field"
KRNO,39.48,-119.77,1350.0,"Reno, Reno Tahoe International Airport",America/Los_Angeles,"Reno, Reno Tahoe International Airport"
KRTS,39.67,-119.88,1539.0,Reno/stead,America/Los_Angeles,Reno/stead
KAUO,32.62,-85.43,229.0,Auburn-Opelika Airport,America/Chicago,Auburn-Opelika Airport
KF44,32.16,-95.83,135.0,Athens Muni,America/Chicago,Athens Municipal Airport
KSMQ,40.62,-74.67,30.0,"Somerville, Somerset Airport",America/New_York,"Somerville, Somerset Airport"
KW63,36.6,-78.57,122.0,Clarksville / Marks,America/New_York,Clarksville / Marks
KCXE,36.79,-78.5,153.0,Chase City Municipal Airport,America/New_York,Chase City Municipal Airport
KGSO,36.1,-79.94,271.0,"Greensboro, Piedmont Triad International Airport",America/New_York,"Greensboro, Piedmont Triad International Airport"
KTTN,40.28,-74.82,61.0,"Trenton, Mercer County Airport",America/New_York,"Trenton, Mercer County Airport"
KPIA,40.67,-89.68,198.0,"Peoria, Greater Peoria Regional Airport",America/Chicago,"Peoria, Greater Peoria Regional Airport"
KTLH,30.39,-84.35,14.0,"Tallahassee, Tallahassee Regional Airport",America/New_York,"Tallahassee, Tallahassee Regional Airport"
KORD,41.98,-87.9,202.0,"Chicago, Chicago-O'Hare International Airport",America/Chicago,"Chicago, Chicago-O'Hare International Airport"
KPWK,42.12,-87.9,194.0,"Chicago / Wheeling, Pal-Waukee Airport",America/Chicago,"Chicago / Wheeling, Pal-Waukee Airport"
KTME,29.81,-95.9,51.0,Houston Executive Airport,America/Chicago,Houston Executive Airport
KBDL,41.94,-72.68,45.0,"Windsor Locks, Bradley International Airport",America/New_York,"Windsor Locks, Bradley International Airport"
KHFD,41.74,-72.65,13.0,"Hartford, Hartford-Brainard Airport",America/New_York,"Hartford, Hartford-Brainard Airport"
KMHT,42.93,-71.44,68.0,"Manchester, Manchester Airport",America/New_York,"Manchester, Manchester Airport"
KPIE,27.91,-82.69,2.0,"St. Petersburg / Clearwater, St. Petersburg / Clearwater Int",America/New_York,"St. Petersburg / Clearwater, St. Petersburg / Clearwater Int"
KSPG,27.77,-82.63,1.0,"St. Petersburg, Whitted Airport",America/New_York,"St. Petersburg, Whitted Airport"
KCHS,32.9,-80.04,9.0,"Charleston, Charleston Air Force Base",America/New_York,"Charleston, Charleston Air Force Base"
KLRO,32.9,-79.78,4.0,Mt Pleasant Regional-Faison field,America/New_York,Mt Pleasant Regional-Faison field
KJZI,32.7,-80.0,5.0,Charleston Executive Airport,America/New_York,Charleston Executive Airport
KLIT,34.73,-92.24,83.0,"Little Rock, Adams Field",America/Chicago,"Little Rock, Adams Field"
KLRF,34.92,-92.15,108.0,Little Rock Air Force Base,America/Chicago,Little Rock Air Force Base
KBMG,39.14,-86.62,268.0,"Bloomington, Monroe County Airport",America/New_York,"Bloomington, Monroe County Airport"
KAPF,26.15,-81.77,3.0,"Naples, Naples Municipal Airport",America/New_York,"Naples, Naples Municipal Airport"
KMKY,26.0,-81.67,2.0,Marco Island Airport,America/New_York,Marco Island Airport
KMMK,41.51,-72.83,32.0,"Meriden, Meriden Markham Municipal Airport",America/New_York,"Meriden, Meriden Markham Municipal Airport"
KLBB,33.67,-101.82,990.0,"Lubbock, Lubbock International Airport",America/Chicago,"Lubbock, Lubbock International Airport"
KCON,43.2,-71.5,91.0,"Concord, Concord Municipal Airport",America/New_York,"Concord, Concord Municipal Airport"
PAED,61.25,-149.79,57.0,"Anchorage, Elmendorf Air Force Base",America/Anchorage,"Anchorage, Elmendorf Air Force Base"
PAFR,61.27,-149.65,121.0,"Ft. Richardson / Bryant U. S. Army Heliport, Ak",America/Anchorage,"Ft. Richardson / Bryant U. S. Army Heliport, Ak"
PALH,61.18,-149.97,23.0,"Anchorage, Lake Hood Seaplane Base",America/Anchorage,"Anchorage, Lake Hood Seaplane Base"
PAMR,61.22,-149.85,31.0,"Anchorage, Merrill Field Airport",America/Anchorage,"Anchorage, Merrill Field Airport"
PANC,61.17,-150.0,38.0,"Anchorage, Ted Stevens Anchorage International Airport",America/Anchorage,"Anchorage, Ted Stevens Anchorage International Airport"
KCXY,40.22,-76.85,92.0,"Harrisburg, Capital City Airport",America/New_York,"Harrisburg, Capital City Airport"
KMDT,40.19,-76.76,91.0,"Harrisburg, Harrisburg International Airport",America/New_York,"Harrisburg, Harrisburg International Airport"
KCHA,35.03,-85.2,213.0,"Chattanooga, Lovell Field",America/New_York,"Chattanooga, Lovell Field"
KSYR,43.11,-76.1,122.0,"Syracuse, Syracuse Hancock International Airport",America/New_York,"Syracuse, Syracuse Hancock International Airport"
KPAE,47.92,-122.28,161.0,"Everett, Snohomish County Airport",America/Los_Angeles,"Everett, Snohomish County Airport"
KBTV,44.47,-73.15,94.0,"Burlington, Burlington International Airport",America/New_York,"Burlington, Burlington International Airport"
KISM,28.29,-81.44,22.0,"Orlando, Kissimmee Municipal Airport",America/New_York,"Orlando, Kissimmee Municipal Airport"
KMUI,40.43,-76.57,152.0,Muir Army Air Field / Indiantown,America/New_York,Muir Army Air Field / Indiantown
KFMY,26.58,-81.86,2.0,"Fort Myers, Page Field",America/New_York,"Fort Myers, Page Field"
KRSW,26.53,-81.77,5.0,"Fort Myers, Southwest Florida International Airport",America/New_York,"Fort Myers, Southwest Florida International Airport"
KBFL,35.43,-119.06,147.0,"Bakersfield, Meadows Field Airport",America/Los_Angeles,"Bakersfield, Meadows Field Airport"
KSMD,41.14,-85.15,255.0,Smith Field,America/New_York,Smith Field
KFWA,40.98,-85.2,238.0,"Fort Wayne, Fort Wayne International Airport",America/New_York,"Fort Wayne, Fort Wayne International Airport"
KLAN,42.78,-84.58,258.0,"Lansing, Capital City Airport",America/New_York,"Lansing, Capital City Airport"
KAHN,33.95,-83.33,243.0,"Athens, Athens Airport",America/New_York,"Athens, Athens Airport"
KSUA,27.18,-80.22,4.0,"Stuart, Witham Field Airport",America/New_York,"Stuart, Witham Field Airport"
KAPA,39.56,-104.85,1770.0,"Denver, Centennial Airport",America/Denver,"Denver, Centennial Airport"
KAGS,33.36,-81.96,38.0,"Augusta, Bush Field",America/New_York,"Augusta, Bush Field"
KDNL,33.47,-82.04,127.0,"Augusta, Daniel Field",America/New_York,"Augusta, Daniel Field"
KOJC,38.85,-94.74,314.0,"Olathe, Johnson County Executive Airport",America/Chicago,"Olathe, Johnson County Executive Airport"
KLZU,33.98,-83.96,317.0,"Lawrenceville, Gwinnett County-Briscoe Field Airport",America/New_York,"Lawrenceville, Gwinnett County-Briscoe Field Airport"
KDLH,46.84,-92.23,443.0,"Duluth, Duluth International Airport",America/Chicago,"Duluth, Duluth International Airport"
KDYT,46.72,-92.04,183.0,"Duluth, Sky Harbor Airport",America/Chicago,"Duluth, Sky Harbor Airport"
KSUW,46.69,-92.09,204.0,"Superior, Richard I. Bong Airport",America/Chicago,"Superior, Richard I. Bong Airport"
KLVN,44.63,-93.23,293.0,"Minneapolis, Airlake Airport",America/Chicago,"Minneapolis, Airlake Airport"
KGAI,39.17,-77.17,164.0,Montgomery County Airpark,America/New_York,Montgomery County Airpark
KPBI,26.68,-80.1,6.0,"West Palm Beach, Palm Beach International Airport",America/New_York,"West Palm Beach, Palm Beach International Airport"
KLNA,26.59,-80.09,4.0,Palm Beach County Park Airport,America/New_York,Palm Beach County Park Airport
KEZF,38.27,-77.45,15.0,"Fredericksburg, Shannon Airport",America/New_York,"Fredericksburg, Shannon Airport"
KRMN,38.4,-77.46,44.0,"Stafford, Stafford Regional Airport",America/New_York,"Stafford, Stafford Regional Airport"
KCPK,36.67,-76.32,5.0,"Chesapeake, Chesapeake Municipal Airport",America/New_York,"Chesapeake, Chesapeake Municipal Airport"
KNGU,36.93,-76.3,3.0,"Norfolk, Naval Air Station",America/New_York,"Norfolk, Naval Air Station"
KPVG,36.78,-76.45,7.0,Hampton Roads Executive Airport,America/New_York,Hampton Roads Executive Airport
KCOF,28.23,-80.6,3.0,Cocoa / Patrick Air Force Base,America/New_York,Cocoa / Patrick Air Force Base
KMLB,28.1,-80.65,7.0,"Melbourne, Melbourne International Airport",America/New_York,"Melbourne, Melbourne International Airport"
KCLW,27.98,-82.76,22.0,Clearwater Air Park,America/New_York,Clearwater Air Park
KMEI,32.34,-88.75,89.0,"Meridian, Key Field",America/Chicago,"Meridian, Key Field"
KDNV,40.2,-87.6,204.0,"Danville, Vermilion County Airport",America/Chicago,"Danville, Vermilion County Airport"
KLHQ,39.76,-82.66,269.0,"Lancaster, Fairfield County Airport",America/New_York,"Lancaster, Fairfield County Airport"
KCAK,40.92,-81.44,365.0,"Akron, Akron-Canton Regional Airport",America/New_York,"Akron, Akron-Canton Regional Airport"
KAKR,41.04,-81.46,320.0,"Akron, Akron Fulton International Airport",America/New_York,"Akron, Akron Fulton International Airport"
KROG,36.37,-94.1,407.0,"Rogers, Rogers Municipal Airport-Carter Field",America/Chicago,"Rogers, Rogers Municipal Airport-Carter Field"
KVBT,36.35,-94.22,394.0,"Bentonville, Bentonville Municipal Airport/Louise M Thaden F",America/Chicago,"Bentonville, Bentonville Municipal Airport/Louise M Thaden F"
KXNA,36.28,-94.31,388.0,"Fayetteville/Springdale, Northwest Arkansas Regional Airport",America/Chicago,"Fayetteville/Springdale, Northwest Arkansas Regional Airport"
KBOW,27.95,-81.78,38.0,Bartow Municipal,America/New_York,Bartow Municipal
KGIF,28.06,-81.76,39.0,"Winter Haven, Winter Haven's Gilbert Airport",America/New_York,"KGIF"
KLAL,27.98,-82.02,39.0,Lakeland Regional,America/New_York,Lakeland Linder Regional Airport
KARB,42.22,-83.74,243.0,"Ann Arbor, Ann Arbor Municipal Airport",America/New_York,"Ann Arbor, Ann Arbor Municipal Airport"
KYIP,42.24,-83.53,217.0,"Detroit, Willow Run Airport",America/New_York,"Detroit, Willow Run Airport"
KBED,42.47,-71.29,42.0,"Bedford, Hanscom Field",America/New_York,"Bedford, Hanscom Field"
KSCK,37.89,-121.22,8.0,"Stockton, Stockton Metropolitan Airport",America/Los_Angeles,"Stockton, Stockton Metropolitan Airport"
KGRB,44.48,-88.14,209.0,"Green Bay, Austin Straubel International Airport",America/Chicago,"Green Bay, Austin Straubel International Airport"
KROA,37.32,-79.97,335.0,"Roanoke, Roanoke Regional Airport",America/New_York,"Roanoke, Roanoke Regional Airport"
KLVK,37.69,-121.81,122.0,"Livermore, Livermore Municipal Airport",America/Los_Angeles,"Livermore, Livermore Municipal Airport"
KLHM,38.91,-121.35,37.0,Lincoln Regional Karl Harder Field,America/Los_Angeles,Lincoln Regional Karl Harder Field
KPTK,42.66,-83.41,296.0,"Pontiac, Oakland County International Airport",America/New_York,"Pontiac, Oakland County International Airport"
ZSQD,36.07,120.33,60.0,Qingdao,Asia/Shanghai,Qingdao
c101120202,36.13,120.52,54.0,崂山,Asia/Shanghai,崂山
c101120201,36.07,120.33,76.0,青岛,Asia/Shanghai,青岛
ZUGY,26.58,106.72,1078.0,Guiyang,Asia/Shanghai,Guiyang
c101260101,26.58,106.73,1223.8,贵阳,Asia/Shanghai,贵阳
c101260102,26.67,106.65,1323.0,白云,Asia/Shanghai,白云
c101260103,26.42,106.67,1149.0,花溪,Asia/Shanghai,花溪
c101260104,26.63,106.77,1104.0,乌当,Asia/Shanghai,乌当
ZSNJ,31.93333,118.9,1.0,Nanjing,Asia/Shanghai,Nanjing
c101190101,31.93,118.9,35.2,南京,Asia/Shanghai,南京
c101190401,31.42,120.57,8.0,苏州,Asia/Shanghai,苏州
c101190407,31.13,120.62,4.7,吴江,Asia/Shanghai,吴江
ZBAA,39.93,116.28,66.0,Beijing,Asia/Shanghai,Beijing
c101010200,39.98,116.28,45.8,海淀,Asia/Shanghai,海淀
c101010300,39.95,116.5,35.3,朝阳,Asia/Shanghai,朝阳
c101011400,39.88,116.15,85.5,门头沟,Asia/Shanghai,门头沟
c101011000,39.95,116.2,63.0,石景山,Asia/Shanghai,石景山
c101010900,39.87,116.25,55.2,丰台,Asia/Shanghai,丰台
c101011200,39.77,116.2,48.9,房山,Asia/Shanghai,房山
c101010100,39.8,116.47,31.3,北京,Asia/Shanghai,北京
ZGGG,23.39244,113.29879,21.0,Guangzhou,Asia/Shanghai,Guangzhou
c101280105,23.42,113.23,38.9,花都,Asia/Shanghai,花都
c101280601,22.53,114.0,63.0,深圳,Asia/Shanghai,深圳
ZGKL,25.33,110.3,147.0,Guilin,Asia/Shanghai,Guilin
c101300505,25.23,110.15,222.5,临桂,Asia/Shanghai,临桂
c101300502,25.42,110.32,167.9,灵川,Asia/Shanghai,灵川
c101300501,25.32,110.3,164.4,桂林,Asia/Shanghai,桂林
c101280701,22.28,113.57,51.4,珠海,Asia/Shanghai,珠海
ZSSS,31.19787,121.33632,5.0,Shanghai / Hongqiao,Asia/Shanghai,Shanghai / Hongqiao
c101020200,31.1,121.37,5.5,闵行,Asia/Shanghai,闵行
c101020300,31.4,121.45,5.5,宝山,Asia/Shanghai,宝山
c101020100,31.2,121.43,4.6,徐家汇,Asia/Shanghai,徐家汇
c101020600,31.23,121.53,4.4,浦东,Asia/Shanghai,浦东
c101280102,22.93,113.32,12.2,番禺,Asia/Shanghai,番禺
c101300504,24.98,110.0,156.8,永福,Asia/Shanghai,永福
c101300506,25.62,110.67,224.0,兴安,Asia/Shanghai,兴安
c101190404,31.4,121.0,3.2,昆山,Asia/Shanghai,昆山
c101020500,31.38,121.2,6.5,嘉定,Asia/Shanghai,嘉定
c101190408,31.52,121.1,5.7,太仓,Asia/Shanghai,太仓
ZSHC,30.23,120.17,16.0,Hangzhou,Asia/Shanghai,Hangzhou
c101210101,30.23,120.17,41.7,杭州,Asia/Shanghai,杭州
c101210102,30.18,120.28,96.5,萧山,Asia/Shanghai,萧山
c101281601,22.97,113.73,56.0,东莞,Asia/Shanghai,东莞
ZUUU,30.58333,103.95,535.0,Chengdu,Asia/Shanghai,Chengdu
c101270106,30.58,103.92,494.6,双流,Asia/Shanghai,双流
c101270103,30.78,104.18,514.5,新都,Asia/Shanghai,新都
c101270102,30.62,104.27,505.3,龙泉驿,Asia/Shanghai,龙泉驿
c101270104,30.75,103.87,547.7,温江,Asia/Shanghai,温江
c101190107,32.07,118.58,46.6,浦口,Asia/Shanghai,浦口
ZHCC,34.72,113.65,112.0,Zhengzhou,Asia/Shanghai,Zhengzhou
c101180103,34.8,113.43,140.9,荥阳,Asia/Shanghai,荥阳
c101180101,34.72,113.65,110.4,郑州,Asia/Shanghai,郑州
ZHHH,30.62,114.13,14.0,Wuhan,Asia/Shanghai,Wuhan
ZGHA,28.18916,113.21963,70.0,Changsha,Asia/Shanghai,Changsha
c101250106,28.22,113.2,101.4,马坡岭,Asia/Shanghai,马坡岭
ZSOF,31.78333,117.3,24.0,Hefei,Asia/Shanghai,Hefei
c101220104,31.73,117.13,21.8,肥西,Asia/Shanghai,肥西
c101220101,31.78,117.3,27.0,合肥,Asia/Shanghai,合肥
c101110103,34.43,108.97,410.0,泾河,Asia/Shanghai,泾河
c101120101,36.6,117.0,170.3,济南,Asia/Shanghai,济南
ZGSZ,22.63926,113.81066,2.0,Shenzhen,Asia/Shanghai,Shenzhen
c101042500,29.98,108.12,632.3,石柱,Asia/Shanghai,石柱
c101080601,42.3,118.83,668.6,赤峰,Asia/Shanghai,赤峰
c101220103,31.88,117.47,25.0,肥东,Asia/Shanghai,肥东
c101070501,41.3,123.78,185.4,本溪,Asia/Shanghai,本溪
c101020900,31.02,121.18,8.1,松江,Asia/Shanghai,松江
c101230103,26.15,119.15,57.8,闽侯,Asia/Shanghai,闽侯
c101230101,26.08,119.28,84.0,福州,Asia/Shanghai,福州
c101300110,22.78,108.55,152.0,南宁,Asia/Shanghai,南宁
c101300103,22.77,108.48,74.7,邕宁,Asia/Shanghai,邕宁
c101090103,38.15,114.57,71.0,正定,Asia/Shanghai,正定
c101090104,37.88,114.63,52.9,栾城,Asia/Shanghai,栾城
c101280801,22.85,113.25,21.4,顺德,Asia/Shanghai,顺德
c101240401,27.9,116.27,73.7,临川,Asia/Shanghai,临川
c101240101,28.6,115.92,46.9,南昌,Asia/Shanghai,南昌
c101240103,28.55,115.95,31.9,南昌县,Asia/Shanghai,南昌县
c101240102,28.7,115.83,40.0,新建,Asia/Shanghai,新建
ZUCK,29.71667,106.63333,310.0,Chongqing,Asia/Shanghai,Chongqing
c101040700,29.73,106.62,464.7,渝北,Asia/Shanghai,渝北
c101040100,29.58,106.47,259.1,沙坪坝,Asia/Shanghai,沙坪坝
c101300701,24.42,111.5,148.7,贺州,Asia/Shanghai,贺州
ZBTJ,39.18,117.35,2.0,Tianjin / Zhangguizhu,Asia/Shanghai,Tianjin / Zhangguizhu
c101030100,39.08,117.33,1.9,东丽,Asia/Shanghai,东丽
c101030500,39.08,117.05,3.5,西青,Asia/Shanghai,西青
c101030600,39.23,117.13,3.4,北辰,Asia/Shanghai,北辰
c101011100,39.72,116.35,37.5,大兴,Asia/Shanghai,大兴
ZPPP,24.99236,102.74354,1898.0,Kunming,Asia/Shanghai,Kunming
c101290101,25.0,102.65,1888.1,昆明,Asia/Shanghai,昆明
c101290108,24.9,102.82,1976.6,呈贡,Asia/Shanghai,呈贡
c101190201,31.62,120.35,3.2,无锡,Asia/Shanghai,无锡
ZYTX,41.8,123.4,46.0,Shenyang / Taokian,Asia/Shanghai,Shenyang / Taokian
c101070101,41.73,123.52,49.0,沈阳,Asia/Shanghai,沈阳
c101280800,23.15,113.02,30.1,南海,Asia/Shanghai,南海
c101260107,26.83,106.6,1296.7,修文,Asia/Shanghai,修文
c101190501,32.08,120.98,4.8,南通,Asia/Shanghai,南通
ZYCC,43.9,125.22,229.0,Changchun,Asia/Shanghai,Changchun
c101060101,43.9,125.22,236.8,长春,Asia/Shanghai,长春
c101020800,31.13,121.12,4.0,青浦,Asia/Shanghai,青浦
c101270110,30.45,103.82,467.0,新津,Asia/Shanghai,新津
c101010700,40.22,116.22,76.2,昌平,Asia/Shanghai,昌平
ZSAM,24.48,118.08,1.0,Xiamen,Asia/Shanghai,Xiamen
c101230201,24.48,118.07,139.4,厦门,Asia/Shanghai,厦门
c101200201,32.0,112.08,163.4,襄阳,Asia/Shanghai,襄阳
ZBYN,37.78,112.55,747.0,Taiyuan,Asia/Shanghai,Taiyuan
c101100106,37.93,112.48,806.5,尖草坪,Asia/Shanghai,尖草坪
c101100101,37.75,112.55,776.2,小店,Asia/Shanghai,小店
ZBHH,40.85,111.81667,1093.0,Hohhot,Asia/Shanghai,Hohhot
c101080106,40.75,111.7,1045.4,呼和浩特郊区站,Asia/Shanghai,呼和浩特郊区站
ZSNB,29.83,121.46,4.0,Ningbo Lishe International Airport,Asia/Shanghai,Ningbo Lishe International Airport
c101210412,29.98,121.6,4.0,镇海,Asia/Shanghai,镇海
c101210401,29.8,121.5,6.2,鄞州,Asia/Shanghai,鄞州
