id,lat,lon,alt,name,tz,search_name
RKSD,37.35,127.27,171.0,Maesanri,Asia/Seoul,Maesanri
RJOB,34.75,133.85,200.0,Okayama Airport,Asia/Tokyo,Okayama Airport
RJSS,38.13,140.92,2.0,Sendai Airport,Asia/Tokyo,Sendai Airport
RJSU,38.23,140.92,8.0,Kasuminome Ab,Asia/Tokyo,Kasuminome Ab
RJTU,36.52,139.87,99.0,Utsunomiya Ab,Asia/Tokyo,Utsunomiya Ab
47152,35.55,129.32,6.0,ULSAN,Asia/Seoul,ULSAN
RJNY,34.82,138.3,6.0,Shizuhama Ab,Asia/Tokyo,Shizuhama Airport
RJNS,34.8,138.19,123.0,Shizuoka,Asia/Tokyo,Shizuoka
RJOM,33.82,132.7,18.0,Matsuyama Airport,Asia/Tokyo,Matsuyama Airport
RJTY,35.75,139.35,132.0,Yokota Ab,Asia/Tokyo,Yokota Ab
RJNT,36.65,137.18,25.0,Toyama Airport,Asia/Tokyo,Toyama Airport
RJAF,36.17,137.93,650.0,Matsumoto Airport,Asia/Tokyo,Matsumoto Airport
RKSG,36.93,127.0,1.0,Pyongtaek Ab,Asia/Seoul,Pyongtaek Ab
RKTU,36.7,127.5,50.0,Chongju Ab,Asia/Seoul,Chongju Ab
RJOT,34.22,134.02,194.0,Takamatsu Airport,Asia/Tokyo,Takamatsu Airport
RJAH,36.18,140.42,30.0,Hyakuri Ab,Asia/Tokyo,Hyakuri Ab
RKPC,33.5,126.5,60.0,Cheju International Airport,Asia/Seoul,Cheju International Airport
47098,37.9,127.07,130.0,DONGDUCHEON,Asia/Seoul,DONGDUCHEON
RJSK,39.62,140.22,98.0,Akita Airport,Asia/Tokyo,Akita Airport
RJBD,33.67,135.35,99.0,Nankishirahama Airport,Asia/Tokyo,Nankishirahama Airport
RJAK,36.03,140.2,21.0,Kasumigaura Ab,Asia/Tokyo,Kasumigaura Ab
47154,36.12,128.32,48.0,GUMI,Asia/Seoul,GUMI
94766,-33.9,151.12,1.0,CANTERBURY RACECOURSE,Australia/Sydney,CANTERBURY RACECOURSE
94767,-33.93,151.17,1.0,SYDNEY AIRPORT AMO,Australia/Sydney,SYDNEY AIRPORT AMO
94768,-33.85,151.2,40.0,SYDNEY REGIONAL OFFICE,Australia/Sydney,SYDNEY REGIONAL OFFICE
95761,-33.83,151.28,25.0,SOUTH HEAD,Australia/Sydney,SOUTH HEAD
95765,-33.85,151.07,1.0,HOMEBUSH (OLYMPIC STADIUM),Australia/Sydney,HOMEBUSH (OLYMPIC STADIUM)
YSSY,-33.95,151.18,6.0,Sydney Airport,Australia/Sydney,Sydney Airport
94865,-37.87,144.75,12.0,LAVERTON RAAF,Australia/Sydney,LAVERTON RAAF
94866,-37.67,144.83,116.0,MELBOURNE AIRPORT,Australia/Sydney,MELBOURNE AIRPORT
95866,-37.73,144.9,100.0,ESSENDON AIRPORT,Australia/Sydney,ESSENDON AIRPORT
95874,-37.73,145.1,152.0,VIEWBANK (ARPNSA),Australia/Sydney,VIEWBANK (ARPNSA)
95936,-37.8256,144.9817,8.0,MELBOURNE (OLYMPIC PARK),Australia/Sydney,MELBOURNE (OLYMPIC PARK)
YMML,-37.67,144.83,116.0,Melbourne Airport,Australia/Sydney,Melbourne Airport
94759,-33.68,151.23,157.0,TERREY HILLS AWS,Australia/Sydney,TERREY HILLS
94575,-27.57,153.0,60.0,ARCHERFIELD AIRPORT,Australia/Brisbane,ARCHERFIELD AIRPORT
94576,-27.48,153.03,16.0,BRISBANE CENTRAL,Australia/Brisbane,BRISBANE CENTRAL
94578,-27.38,153.13,1.0,BRISBANE AERO,Australia/Brisbane,BRISBANE Airport
YBBN,-27.38,153.1,2.0,Brisbane Airport M. O,Australia/Brisbane,Brisbane Airport
94608,-31.92,115.87,50.0,MOUNT LAWLEY PERTH METRO AWS,Australia/Perth,MOUNT LAWLEY PERTH
94609,-32.1,115.88,88.0,JANDAKOT AERO,Australia/Perth,JANDAKOT AERO
94610,-31.93,115.97,98.0,PERTH AIRPORT,Australia/Perth,PERTH AIRPORT
94614,-31.95,115.77,7.0,SWANBOURNE,Australia/Perth,SWANBOURNE
YPPH,-31.93,115.95,90.0,Belmont Perth Airport,Australia/Perth,Belmont Perth Airport
YPJT,-32.1,115.88,30.0,Perth Jandakot Airport,Australia/Perth,Perth Jandakot Airport
94672,-34.95,138.53,11.0,ADELAIDE AIRPORT,Australia/Adelaide,ADELAIDE AIRPORT
95677,-34.78,138.63,49.0,PARAFIELD AIRPORT,Australia/Adelaide,PARAFIELD AIRPORT
95678,-34.97,138.7,312.0,MT LOFTY AWS,Australia/Adelaide,MT LOFTY AWS
YPAD,-34.93,138.52,7.0,Adelaide Airport,Australia/Adelaide,Adelaide Airport
SBMT,-23.52,-46.63,634.0,Marte Civ / Mil,America/Sao_Paulo,Marte Civ / Mil
SBSP,-23.62,-46.65,667.0,Sao Paulo/Congonhas Aeroporto,America/Sao_Paulo,Sao Paulo/Congonhas Aeroporto
SBAF,-22.87,-43.37,119.0,Afonsos Aeroporto,America/Sao_Paulo,Afonsos Aeroporto
SBGL,-22.82,-43.25,1.0,Galeao,America/Sao_Paulo,Galeao
SBJR,-22.98,-43.37,9.0,Rio / Jacarepagua,America/Sao_Paulo,Rio / Jacarepagua
SBRJ,-22.9,-43.17,3.0,Rio De Janeiro Aeroporto,America/Sao_Paulo,Rio De Janeiro Aeroporto
SBBH,-19.85,-43.95,851.0,Belo Horizonte Aeroporto,America/Sao_Paulo,Belo Horizonte Aeroporto
SBCF,-19.93,-43.93,929.0,Belo Horizonte,America/Sao_Paulo,Belo Horizonte
SBPR,-19.91,-43.99,928.0,Carlos Prates Airport,America/Sao_Paulo,Carlos Prates Airport
SBBI,-25.43,-49.27,913.0,Curitiba,America/Sao_Paulo,Curitiba
SBCT,-25.52,-49.17,914.0,Curitiba Aeroporto,America/Sao_Paulo,Curitiba Aeroporto
SBKP,-23.0,-47.13,645.0,Campinas Aeroporto,America/Sao_Paulo,Campinas Aeroporto
SBFZ,-3.78,-38.53,20.0,Fortaleza / pinto Martins,America/Fortaleza,Fortaleza / pinto Martins
SBCO,-30.02,-51.22,1.0,Porto Alegre,America/Sao_Paulo,Porto Alegre
SBPA,-30.0,-51.18,34.0,Porto Alegre Aero-Porto,America/Sao_Paulo,Porto Alegre Aero-Porto
SBGO,-16.63,-49.22,747.0,Goiania Aeroporto,America/Sao_Paulo,Goiania Aeroporto
SBRF,-8.07,-34.85,19.0,Recife Aeroporto,America/Recife,Recife Aeroporto
SBEG,-3.03,-60.05,49.0,Eduardo Gomes International,America/Manaus,Eduardo Gomes International
SBMN,-3.15,-59.98,34.0,Manaus Aeroporto,America/Manaus,Manaus Aeroporto
SBGR,-23.43,-46.47,808.0,Guarulhos Civ / Mil,America/Sao_Paulo,Guarulhos Civ / Mil
SBBE,-1.38,-48.48,2.0,Belem Aeroporto,America/Fortaleza,Belem Aeroporto
SBRP,-21.13,-47.78,575.0,Leite Lopes / Ribeir,America/Sao_Paulo,Leite Lopes / Ribeir
SBSJ,-23.23,-45.87,596.0,Sao Jose Dos Campo,America/Sao_Paulo,Sao Jose Dos Campo
SBUL,-18.88,-48.23,642.0,Uberlandia,America/Sao_Paulo,Uberlandia
SBFL,-27.67,-48.55,26.0,Florianopolis Aeroporto,America/Sao_Paulo,Florianopolis Aeroporto
SBCG,-20.47,-54.67,567.0,Campo Grande Aeroporto,America/Campo_Grande,Campo Grande Airport
SBSL,-2.6,-44.23,7.0,Sao Luiz Aeroporto,America/Fortaleza,Sao Luiz Aeroporto
SBCY,-15.65,-56.1,187.0,Cuiaba Aeroporto,America/Cuiaba,Cuiaba Aeroporto
SBNT,-5.92,-35.25,21.0,Natal Aeroporto,America/Fortaleza,Natal Aeroporto
SBMG,-23.42,-51.95,542.0,Maringa,America/Sao_Paulo,Maringa
98425,14.58,120.98,1.0,MANILA,Asia/Manila,MANILA
RPLL,14.52,121.0,12.0,Ninoy Aquino Inter-National Airport,Asia/Manila,Ninoy Aquino Inter-National Airport
48564,7.88,98.4,9.0,PHUKET,Asia/Bangkok,PHUKET
VVTS,10.82,106.67,7.0,Ho Chi Minh,Asia/Ho_Chi_Minh,Ho Chi Minh
VVNB,21.02,105.8,16.0,Ha Noi,Asia/Ho_Chi_Minh,Ha Noi
48453,13.67,100.6,3.0,BANGNA AGROMET,Asia/Bangkok,BANGNA AGROMET
48454,13.7,100.57,2.0,BANGKOK PORT,Asia/Bangkok,BANGKOK PORT
48455,13.73,100.57,2.0,BANGKOK,Asia/Bangkok,BANGKOK
48461,12.92,100.87,14.0,PHATTHAYA,Asia/Bangkok,PHATTHAYA
48463,13.08,100.88,82.0,LAEM CHABANG,Asia/Bangkok,LAEM CHABANG
WMSA,3.12,101.53,86.0,Subang/Sultan Abdul Aziz Shah Airport,Asia/Kuala_Lumpur,Subang/Sultan Abdul Aziz Shah Airport
48456,13.92,100.6,2.0,DON MUANG,Asia/Bangkok,DON MUANG
VTBD,13.92,100.6,2.0,Don Muang,Asia/Bangkok,Don Muang
RPMD,7.12,125.65,2.0,Davao Airport,Asia/Manila,Davao Airport
98646,10.3,123.97,5.0,MACTAN,Asia/Manila,MACTAN
RPVM,10.31667,123.98333,21.0,Masbate,Asia/Manila,Masbate
VDPP,11.55,104.85,18.0,Phnom-Penh / Pochentong,Asia/Phnom_Penh,Phnom-Penh / Pochentong
48327,18.78,98.97,295.0,CHIANG MAI,Asia/Bangkok,CHIANG MAI
VTCC,18.78,98.98,293.0,Chiang Mai,Asia/Bangkok,Chiang Mai
WMKJ,1.63,103.67,23.0,Johore Bharu / Senai,Asia/Kuala_Lumpur,Johore Bharu / Senai
WBGG,1.48,110.33,65.0,Kuching,Asia/Kuching,Kuching
MMCL,24.76667,-107.46667,45.0,"Culiacan, Sin.",America/Mexico_City,"Culiacan, Sin."
MMMX,19.43,-99.1,2211.0,Mexico City / Licenci,America/Mexico_City,Mexico City / Licenci
MMUN,21.03,-86.87,1.0,Cancun International Airport,America/Mexico_City,Cancun International Airport
76612,20.7,-103.38,1566.0,"GUADALAJARA, JAL.",America/Mexico_City,"GUADALAJARA, JAL."
MMGL,20.52,-103.32,1569.0,Don Miguel / Guadalaj,America/Mexico_City,Don Miguel / Guadalaj
76393,25.73,-100.3,513.0,"MONTERREY, N.L.",America/Mexico_City,"MONTERREY, N.L."
76625,20.58,-100.4,1841.0,"QUERETARO, QRO.",America/Mexico_City,"QUERETARO, QRO."
MMQT,20.6,-100.38,1868.0,"Queretaro, Qro.",America/Mexico_City,"Queretaro, Qro."
76685,19.05,-98.17,2184.0,"PUEBLA, PUE.",America/Mexico_City,"PUEBLA, PUE."
MMPB,19.05,-98.17,2184.0,"Puebla, Pue.",America/Mexico_City,"Puebla, Pue."
76644,20.95,-89.65,11.0,"AEROP.INTERNACIONAL MERIDA, YUC",America/Mexico_City,"AEROP.INTERNACIONAL MERIDA, YUC"
MMMD,20.93,-89.65,12.0,Merida / lic Manuel Crecencio,America/Mexico_City,Merida / lic Manuel Crecencio
MMLO,21.0,-101.48,1813.0,Del Bajio / Leon,America/Mexico_City,Del Bajio / Leon
76843,16.75,-93.13,584.0,"TUXTLA GUTIERREZ,  CHIS.",America/Mexico_City,"TUXTLA GUTIERREZ,  CHIS."
MMTG,16.75,-93.12,571.0,"Tuxtla Gutierrez, Chis.",America/Mexico_City,"Tuxtla Gutierrez, Chis."
MMAN,25.87,-100.23,439.0,"Aerop. Internacional Monterrey, N. L.",America/Mexico_City,"Aerop. Internacional Monterrey, N. L."
MMMY,25.78,-100.1,374.0,Monterrey / Gen Maria,America/Mexico_City,Monterrey / Gen Maria
76675,19.28,-99.7,2751.0,"TOLUCA, MEX.",America/Mexico_City,"TOLUCA, MEX."
MMTO,19.35,-99.57,2572.0,Toluca / Jose Maria,America/Mexico_City,Toluca / Jose Maria
76687,19.5,-96.9,1400.0,"JALAPA, VER.",America/Mexico_City,"JALAPA, VER."
76743,17.98,-92.93,10.0,"VILLAHERMOSA, TAB.",America/Mexico_City,"VILLAHERMOSA, TAB."
MMVA,18.0,-92.82,10.0,Villahermosa,America/Mexico_City,Villahermosa
MMCS,31.63,-106.43,1160.0,Ciudad Juarez International,America/Mexico_City,Ciudad Juarez International
76225,28.67,-106.03,1398.0,"CHIHUAHUA, CHIH.",America/Mexico_City,"CHIHUAHUA, CHIH."
MMCU,28.7,-105.97,1356.0,Chihuahua International Airport,America/Mexico_City,Chihuahua International Airport
76665,19.7,-101.18,1927.0,"MORELIA, MICH.",America/Mexico_City,"MORELIA, MICH."
03770,51.5047,-0.1311,5.0,"LONDON, ST JAMES PARK",Europe/London,"LONDON, ST JAMES PARK"
EGLC,51.51,0.06,33.0,London City Airport,Europe/London,London City Airport
EGLL,51.48,-0.45,31.0,London / Heathrow Airport,Europe/London,London / Heathrow Airport
EGWU,51.55,-0.42,36.0,Northolt,Europe/London,Northolt
07690,43.65,7.2,28.0,NICE,Europe/Paris,NICE
LFMN,43.65,7.2,4.0,Nice,Europe/Paris,Nice
EYVI,54.63333000000001,25.28333,148.0,Vilnius,Europe/Vilnius,Vilnius
02469,59.18,17.91,62.0,TULLINGE,Europe/Stockholm,TULLINGE
ESSB,59.35,17.95,18.0,Stockholm / Bromma,Europe/Stockholm,Stockholm / Bromma
LTAI,36.90028,30.80112,51.0,Antalya,Europe/Istanbul,Antalya
26038,59.38,24.58,48.0,TALLINN,Europe/Tallinn,TALLINN
EETN,59.4,24.82,48.0,Tallinn,Europe/Tallinn,Tallinn
LTBA,40.97,28.82,28.0,Istanbul / Ataturk,Europe/Istanbul,Istanbul / Ataturk
EPWA,52.17,20.97,88.0,Warszawa-Okecie,Europe/Warsaw,Warszawa-Okecie
08535,38.72,-9.15,46.0,LISBOA/GEOF,Europe/Lisbon,LISBOA/GEOF
08579,38.77,-9.13,90.0,LISBOA/GAGO COUTINHO,Europe/Lisbon,LISBOA/GAGO COUTINHO
LPPT,38.77,-9.13,90.0,Lisboa / Portela,Europe/Lisbon,Lisboa / Portela
LPMT,38.7,-9.04,1.0,Montijo Mil.,Europe/Lisbon,Montijo Mil.
LPCS,38.72,-9.36,99.0,Cascais Airport,Europe/Lisbon,Cascais Airport
08285,39.48,-0.38,10.0,VALENCIA,Europe/Madrid,VALENCIA
LEVC,39.5,-0.47,38.0,Valencia / Aeropuerto,Europe/Madrid,Valencia / Aeropuerto
LEBT,39.58,-0.45,50.0,Valencia/Bétera,Europe/Madrid,Valencia/Bétera
08391,37.42,-5.9,22.0,SEVILLA/SAN PABLO,Europe/Madrid,SEVILLA/SAN PABLO
LEZL,37.42,-5.9,22.0,Sevilla / San Pablo,Europe/Madrid,Sevilla / San Pablo
08301,39.55,2.62,1.0,PALMA DE MALLORCA,Europe/Madrid,PALMA DE MALLORCA
08303,39.74,2.71,1030.0,SIERRA DE ALFABIA,Europe/Madrid,SIERRA DE ALFABIA
LEPA,39.55,2.73,8.0,Palma De Mallorca / Son San Juan,Europe/Madrid,Palma De Mallorca / Son San Juan
EKCH,55.62,12.65,2.0,Koebenhavn / Kastrup,Europe/Copenhagen,Koebenhavn / Kastrup
03166,55.93,-3.35,27.0,EDINBURGH GOGARBANK,Europe/London,EDINBURGH GOGARBANK
EGPH,55.95,-3.35,3.0,Edinburgh Airport,Europe/London,Edinburgh Airport
06660,47.38,8.57,611.0,ZUERICH-METEOSCHWEIZ,Europe/Zurich,ZUERICH-METEOSCHWEIZ
06664,47.43,8.52,441.0,RECKENHOLZ,Europe/Zurich,RECKENHOLZ
06670,47.48,8.53,424.0,ZUERICH-KLOTEN,Europe/Zurich,ZUERICH-KLOTEN
06673,47.22,8.68,429.0,WAEDENSWIL,Europe/Zurich,WAEDENSWIL
LSZH,47.48,8.53,424.0,Zurich-Kloten,Europe/Zurich,Zurich-Kloten
LSMD,47.4,8.65,448.0,Dubendorf Airport,Europe/Zurich,Dubendorf Airport
08545,41.23,-8.68,64.0,PORTO/PEDRAS RUBRAS,Europe/Lisbon,PORTO/PEDRAS RUBRAS
LPPR,41.23,-8.68,64.0,Porto / Pedras Rubras,Europe/Lisbon,Porto / Pedras Rubras
06240,52.3,4.77,-4.0,AMSTERDAM AP SCHIPHOL,Europe/Amsterdam,AMSTERDAM AP SCHIPHOL
EHAM,52.3,4.77,-4.0,Amsterdam Airport Schiphol,Europe/Amsterdam,Amsterdam Airport Schiphol
11034,48.2,16.37,171.0,WIEN/CITY,Europe/Vienna,WIEN/CITY
11035,48.25,16.37,149.0,WIEN/HOHE WARTE,Europe/Vienna,WIEN/HOHE WARTE
11036,48.12,16.57,181.0,WIEN/SCHWECHAT-FLUGHAFEN,Europe/Vienna,WIEN/SCHWECHAT-FLUGHAFEN
11037,48.2,16.57,144.0,GROSSENZERSDORF,Europe/Vienna,GROSSENZERSDORF
11040,48.13,16.42,174.0,WIEN/UNTERLAA,Europe/Vienna,WIEN/UNTERLAA
11080,48.2,16.23,231.0,WIEN/MARIABRUNN,Europe/Vienna,WIEN/MARIABRUNN
11090,48.2575,16.4333,161.0,WIEN-DONAUFELD,Europe/Vienna,WIEN-DONAUFELD
LOWW,48.12,16.57,181.0,Wien / Schwechat-Flughafen,Europe/Vienna,Wien / Schwechat-Flughafen
EBBR,50.9,4.53,50.0,Bruxelles National,Europe/Brussels,Bruxelles National
EDDF,50.05,8.6,108.0,Frankfurt / M-Flughafen,Europe/Berlin,Frankfurt / M-Flughafen
10381,52.47,13.3,48.0,BERLIN-DAHLEM,Europe/Berlin,BERLIN-DAHLEM
EDDB,52.38,13.52,45.0,Berlin-Schoenefeld,Europe/Berlin,Berlin-Schoenefeld
EDDT,52.57,13.32,37.0,Berlin-Tegel,Europe/Berlin,Berlin-Tegel
EIDW,53.43,-6.25,22.0,Dublin Airport,Europe/Dublin,Dublin Airport
EIME,53.3,-6.43,95.0,Casement Aerodrome,Europe/Dublin,Casement Aerodrome
07149,48.72,2.38,87.0,PARIS-ORLY,Europe/Paris,PARIS-ORLY
07150,48.97,2.43,52.0,LE BOURGET,Europe/Paris,LE BOURGET
07156,48.82,2.33,73.0,PARIS-MONTSOURIS,Europe/Paris,PARIS-MONTSOURIS
LFPB,48.97,2.45,59.0,Paris / Le Bourget,Europe/Paris,Paris / Le Bourget
LFPO,48.73,2.4,64.0,Paris-Orly,Europe/Paris,Paris-Orly
LFPV,48.77,2.2,172.0,Villacoublay,Europe/Paris,Villacoublay
LHBP,47.43,19.27,122.0,Budapest / Ferihegy,Europe/Budapest,Budapest / Ferihegy
11518,50.1,14.25,363.0,PRAHA/RUZYNE,Europe/Prague,PRAHA/RUZYNE
11520,50.02,14.45,273.0,PRAHA-LIBUS,Europe/Prague,PRAHA-LIBUS
11567,50.12,14.53,273.0,PRAHA-KBELY,Europe/Prague,PRAHA-KBELY
LKPR,50.1,14.25,363.0,Praha / Ruzyne,Europe/Prague,Praha / Ruzyne
LKKB,50.12,14.54,286.0,Kbely Air Base,Europe/Prague,Kbely Air Base
LKVO,50.22,14.4,280.0,Vodochody Airport,Europe/Prague,Vodochody Airport
EPKK,50.08,19.8,249.0,Krakow,Europe/Warsaw,Krakow
08220,40.45,-3.72,680.0,MADRID/C. UNIVERSITARIA,Europe/Madrid,MADRID/C. UNIVERSITARIA
08221,40.45,-3.55,563.0,MADRID/BARAJAS RS,Europe/Madrid,MADRID/BARAJAS RS
08222,40.42,-3.68,667.0,"MADRID, RETIRO",Europe/Madrid,"MADRID, RETIRO"
LEMD,40.45,-3.55,563.0,Madrid / Barajas,Europe/Madrid,Madrid / Barajas
LEVS,40.38,-3.78,660.0,Madrid / Cuatro Vientos,Europe/Madrid,Madrid / Cuatro Vientos
08180,41.39,2.2,25.0,"BARCELONA,CMT",Europe/Madrid,"BARCELONA,CMT"
08181,41.29278,2.07,4.0,BARCELONA/AEROPUERTO,Europe/Madrid,BARCELONA/AEROPUERTO
LEBL,41.28,2.07,4.0,Barcelona / Aeropuerto,Europe/Madrid,Barcelona / Aeropuerto
LELL,41.52,2.1,142.0,Sabadell,Europe/Madrid,Sabadell
01486,59.86,10.43,140.0,ASKER,Europe/Oslo,ASKER
01489,60.05,10.69,360.0,BJORNHOLT,Europe/Oslo,BJORNHOLT
01490,59.98,10.67,514.0,TRYVASSHOGDA,Europe/Oslo,TRYVASSHOGDA
01492,59.94,10.72,120.0,OSLO-BLINDERN,Europe/Oslo,OSLO-BLINDERN
EDDH,53.63,10.0,15.0,Hamburg-Fuhlsbuettel,Europe/Berlin,Hamburg-Fuhlsbuettel
EDHI,53.53,9.83,9.0,Hamburg-Finkenwerder,Europe/Berlin,Hamburg-Finkenwerder
06674,47.18,8.47,413.0,CHAM,Europe/Zurich,CHAM
02974,60.33,24.96,58.0,HELSINKI-VANTAA,Europe/Helsinki,HELSINKI-VANTAA
02978,60.18,24.94,23.0,"HELSINKI, KAISANIEMI",Europe/Helsinki,"HELSINKI, KAISANIEMI"
02985,60.18,24.79,6.0,Espoo Tapiola,Europe/Helsinki,Espoo Tapiola
02998,60.2,24.96,11.0,Helsinki Kumpula,Europe/Helsinki,Helsinki Kumpula
EFHK,60.32,24.97,54.0,Helsinki-Vantaa,Europe/Helsinki,Helsinki-Vantaa
EDDK,50.87,7.17,107.0,Koeln / Bonn,Europe/Berlin,Koeln / Bonn
EGCC,53.35,-2.28,59.0,Manchester Airport,Europe/London,Manchester Airport
EDDS,48.68,9.22,362.0,Stuttgart-Echterdingen,Europe/Berlin,Stuttgart-Echterdingen
EDDL,51.3,6.77,35.0,Duesseldorf,Europe/Berlin,Duesseldorf
EDLN,51.23,6.5,38.0,Monchengladbach,Europe/Berlin,Monchengladbach
EDDV,52.47,9.68,53.0,Hannover,Europe/Berlin,Hannover
03535,52.48,-1.68,88.0,COLESHILL,Europe/London,COLESHILL
EGBB,52.45,-1.73,87.0,Birmingham / Airport,Europe/London,Birmingham / Airport
LTAD,39.95,32.68,797.0,Ankara / Etimesgut,Europe/Istanbul,Ankara / Etimesgut
LTAB,39.93,32.75,836.0,Ankara / Güvercinlik,Europe/Istanbul,Ankara / Güvercinlik
EPPO,52.42,16.83,74.0,Poznan,Europe/Warsaw,Poznan
07480,45.72,4.93,203.0,LYON-BRON,Europe/Paris,LYON-BRON
07481,45.75,5.08,230.0,LYON-ST EXUPERY,Europe/Paris,LYON-ST EXUPERY
LFLL,45.73,5.08,237.0,Lyon / Satolas,Europe/Paris,Lyon / Satolas
LFLY,45.72,4.95,206.0,Lyon / Bron,Europe/Paris,Lyon / Bron
EDDN,49.5,11.05,307.0,Nuernberg,Europe/Berlin,Nuernberg
EPWR,51.1,16.88,111.0,Wroclaw Ii,Europe/Warsaw,Wroclaw
EDDP,51.42,12.23,136.0,Leipzig-Schkeuditz,Europe/Berlin,Leipzig-Schkeuditz
EGPF,55.87,-4.43,55.0,Glasgow Airport,Europe/London,Glasgow Airport
02513,57.72,11.99,34.0,GOTEBORG,Europe/Stockholm,GOTEBORG
ESGG,57.67,12.3,153.0,Goteborg / Landvetter,Europe/Stockholm,Goteborg / Landvetter
15420,44.5,26.13,68.0,BUCURESTI BANEASA,Europe/Bucharest,BUCURESTI BANEASA
15421,44.48,26.18,67.0,BUCURESTI AFUMATI,Europe/Bucharest,BUCURESTI AFUMATI
15422,44.42,26.1,65.0,BUCARESTI FILARET,Europe/Bucharest,BUCARESTI FILARET
LRBS,44.5,26.13,68.0,Bucuresti / Imh,Europe/Bucharest,Bucuresti / Imh
LROP,44.55,26.1,76.0,Bucuresti Otopeni,Europe/Bucharest,Bucuresti Otopeni
06344,51.95,4.45,-5.0,ROTTERDAM AP ZESTIENHOVEN,Europe/Amsterdam,ROTTERDAM AP ZESTIENHOVEN
EHRD,51.95,4.45,-5.0,Rotterdam Airport Zestienhoven,Europe/Amsterdam,Rotterdam Airport Zestienhoven
11010,48.23,14.18,291.0,LINZ/HOERSCHING-FLUGHAFEN,Europe/Vienna,LINZ/HOERSCHING-FLUGHAFEN
11060,48.3,14.28,266.0,LINZ/STADT,Europe/Vienna,LINZ/STADT
