id,lat,lon,alt,name,tz,search_name
LOWL,48.23,14.18,291.0,Linz / Hoersching-Flughafen,Europe/Vienna,Linz / Hoersching-Flughafen
03316,53.5,-3.07,9.0,CROSBY,Europe/London,CROSBY
EGGP,53.33,-2.85,1.0,Liverpool Airport,Europe/London,Liverpool Airport
EGOW,53.58,-3.06,2.0,Woodvale,Europe/London,Woodvale
EDLW,51.52,7.62,117.0,Dortmund / Wickede,Europe/Berlin,Dortmund / Wickede
LDZA,45.73,16.07,116.0,Zagreb / Pleso,Europe/Zagreb,Zagreb / Pleso
EGNM,53.87,-1.65,153.0,Leeds And Bradford,Europe/London,Leeds And Bradford
EPLL,51.73,19.4,176.0,LOAZ/LUBLINEK,Europe/Warsaw,LOAZ/LUBLINEK
LTBJ,38.27,27.15,133.0,Izmir / Adnan Menderes,Europe/Istanbul,Izmir / Adnan Menderes
LTBL,38.5,27.02,20.0,Izmir / Cigli,Europe/Istanbul,Izmir / Cigli
LTFA,38.52,26.98,19.0,Izmir  Kaklic,Europe/Istanbul,Izmir  Kaklic
EGGD,51.38,-2.72,180.0,Bristol / Lulsgate,Europe/London,Bristol / Lulsgate
EPGD,54.38,18.47,147.0,Gdansk-Rebiechowo,Europe/Warsaw,Gdansk-Rebiechowo
EDDE,50.98,10.97,295.0,Erfurt-Bindersleben,Europe/Berlin,Erfurt-Bindersleben
02635,55.57,13.07,14.0,MALMO,Europe/Stockholm,MALMO
EBAW,51.2,4.47,7.0,Antwerpen / Deurne,Europe/Brussels,Antwerpen / Deurne
07630,43.62,1.38,150.0,TOULOUSE BLAGNAC,Europe/Paris,TOULOUSE BLAGNAC
LFBO,43.63,1.37,149.0,Toulouse / Blagnac,Europe/Paris,Toulouse / Blagnac
EGSY,53.39,-1.39,69.0,"Yorkshire and Humberside, Sheffield City",Europe/London,"Yorkshire and Humberside, Sheffield City"
07222,47.15,-1.62,22.0,NANTES-BOUGUENAIS,Europe/Paris,NANTES-BOUGUENAIS
LFRS,47.17,-1.6,27.0,Nantes,Europe/Paris,Nantes
06330,51.98,4.1,14.0,HOEK VAN HOLLAND,Europe/Amsterdam,HOEK VAN HOLLAND
03354,53.0,-1.25,87.0,NOTTINGHAM/WATNALL,Europe/London,NOTTINGHAM/WATNALL
EGNX,52.83,-1.33,79.0,East Midlands,Europe/London,East Midlands
EVRA,56.92,23.97,12.0,Riga International Airport,Europe/Riga,Riga International Airport
08479,36.72,-4.42,20.0,"MÁLAGA,PUERTO",Europe/Madrid,"MÁLAGA,PUERTO"
08481,36.72,-4.48,60.0,"MÁLAGA,CMT",Europe/Madrid,"MÁLAGA,CMT"
08482,36.67,-4.48,18.0,MALAGA/AEROPUERTO,Europe/Madrid,MALAGA/AEROPUERTO
LEMG,36.67,-4.48,18.0,Malaga / Aeropuerto,Europe/Madrid,Malaga / Aeropuerto
ETOU,50.05,8.33,137.0,Wiesbaden,Europe/Berlin,Wiesbaden
07510,44.83,-0.7,46.0,BORDEAUX MERIGNAC,Europe/Paris,BORDEAUX MERIGNAC
LFBD,44.83,-0.7,46.0,Bordeaux / Merignac,Europe/Paris,Bordeaux / Merignac
26850,53.93,27.63,219.0,MINSK,Europe/Minsk,MINSK
EDDC,51.13,13.75,226.0,Dresden-Klotzsche,Europe/Berlin,Dresden-Klotzsche
EDDW,53.05,8.8,5.0,Bremen,Europe/Berlin,Bremen
LZIB,48.2,17.2,120.0,Bratislava Ivanka,Europe/Bratislava,Ivanka pri Dunaji
EGFF,51.4,-3.35,2.0,Cardiff-Wales Airport,Europe/London,Cardiff-Wales Airport
07015,50.58,3.1,51.0,LILLE-LESQUIN,Europe/Paris,LILLE-LESQUIN
LFQQ,50.57,3.1,41.0,Lille,Europe/Paris,Lille
EDFM,49.47,8.52,95.0,"Baden Wurttemberg, Neuostheim",Europe/Berlin,"Baden Wurttemberg, Neuostheim"
11723,49.15,16.7,243.0,BRNO/TURANY,Europe/Prague,BRNO/TURANY
LKTB,49.15,16.7,243.0,Brno / Turany,Europe/Prague,Brno / Turany
08141,41.65,-4.77,705.0,VALLADOLID,Europe/Madrid,VALLADOLID
LEVD,41.72,-4.85,836.0,Valladolid / Villanubla,Europe/Madrid,Valladolid / Villanubla
06260,52.1,5.18,2.0,DE BILT,Europe/Amsterdam,DE BILT
07190,48.55,7.63,149.0,STRASBOURG-ENTZHEIM,Europe/Paris,STRASBOURG-ENTZHEIM
LFST,48.55,7.63,149.0,Strasbourg,Europe/Paris,Strasbourg
03544,52.37,-1.33,82.0,CHURCH LAWFORD,Europe/London,CHURCH LAWFORD
08159,41.62083,-0.935,254.0,ZARAGOZA-VALDESPARTERA,Europe/Madrid,ZARAGOZA-VALDESPARTERA
08160,41.67,-1.0,208.0,ZARAGOZA/AEROPUERTO,Europe/Madrid,ZARAGOZA/AEROPUERTO
LEZG,41.67,-1.02,223.0,Zaragoza / Aeropuerto,Europe/Madrid,Zaragoza / Aeropuerto
EDMA,48.43,10.93,460.0,Augsburg,Europe/Berlin,Augsburg
LETO,40.48,-3.45,587.0,Madrid / Torrejon,Europe/Madrid,Madrid / Torrejon
EGHI,50.9,-1.4,9.0,Southampton / Weather Centre,Europe/London,Southampton / Weather Centre
11240,47.0,15.43,335.0,GRAZ-THALERHOF-FLUGHAFEN,Europe/Vienna,GRAZ-THALERHOF-FLUGHAFEN
11241,47.2,15.47,1080.0,SCHOECKL,Europe/Vienna,SCHOECKL
11290,47.08,15.45,370.0,GRAZ UNIVERSITAET,Europe/Vienna,GRAZ UNIVERSITAET
LOWG,47.0,15.43,335.0,Graz-Thalerhof-Flughafen,Europe/Vienna,Graz-Thalerhof-Flughafen
02763,61.47,23.75,86.0,TAMPERE HÄRMÄLÄ,Europe/Helsinki,TAMPERE HÄRMÄLÄ
EFTP,61.42,23.58,124.0,Tampere / Pirkkala,Europe/Helsinki,Tampere / Pirkkala
02986,60.2913,24.5679,90.0,Espoo Nuuksio,Europe/Helsinki,Espoo Nuuksio
07130,48.07,-1.73,36.0,RENNES-SAINT JACQUES,Europe/Paris,RENNES-SAINT JACQUES
LFRN,48.07,-1.73,36.0,Rennes,Europe/Paris,Rennes
EGTC,52.07,-0.62,77.0,Cranfield,Europe/London,Cranfield
EDDG,52.13,7.7,49.0,Muenster / Osnabrueck,Europe/Berlin,Muenster / Osnabrueck
LJLJ,46.22,14.48,353.0,Ljubljana / Brnik,Europe/Ljubljana,Ljubljana / Brnik
06370,51.45,5.42,20.0,EINDHOVEN AP,Europe/Amsterdam,EINDHOVEN AP
EHEH,51.45,5.42,20.0,Eindhoven,Europe/Amsterdam,Eindhoven
06631,46.98,7.47,555.0,BERN-LIEBEFELD,Europe/Zurich,BERN-LIEBEFELD
06636,46.98,7.28,549.0,MUEHLEBERG,Europe/Zurich,MUEHLEBERG
LSZB,46.92,7.5,577.0,Bern / Belp,Europe/Zurich,Bern / Belp
EGUB,51.62,-1.08,89.0,Benson,Europe/London,Benson
EGAA,54.65,-6.22,77.0,Belfast / Aldergrove Airport,Europe/London,Belfast / Aldergrove Airport
EGAC,54.6,-5.88,25.0,Belfast / Harbour,Europe/London,Belfast / Harbour
ELLX,49.62,6.22,340.0,Luxembourg / Luxembourg,Europe/Luxembourg,Luxembourg / Luxembourg
06708,46.57,6.87,786.0,ORON,Europe/Zurich,ORON
06710,46.55,6.62,617.0,LAUSANNE,Europe/Zurich,LAUSANNE
06711,46.52,6.67,599.0,PULLY,Europe/Zurich,PULLY
03344,53.82,-1.87,194.0,BINGLEY NO.2,Europe/London,BINGLEY NO.2
07643,43.58,3.97,1.0,MONTPELLIER,Europe/Paris,MONTPELLIER
LFMT,43.58,3.97,1.0,Montpellier,Europe/Paris,Montpellier
EBLG,50.65,5.45,188.0,Bierset,Europe/Brussels,Bierset
03740,51.5,-1.98,85.0,LYNEHAM,Europe/London,LYNEHAM
EGVA,51.68,-1.78,76.0,Fairford Royal Air Force Base,Europe/London,Fairford Royal Air Force Base
08025,43.3,-2.9,36.0,BILBAO/SONDICA,Europe/Madrid,BILBAO/SONDICA
08035,43.2,-3.1,208.0,"GÜEÑES,IBERDROLA",Europe/Madrid,"GÜEÑES,IBERDROLA"
08059,43.38,-3.02,90.0,PUNTA GALEA GOLF,Europe/Madrid,PUNTA GALEA GOLF
LEBB,43.3,-2.93,8.0,Bilbao / Sondica,Europe/Madrid,Bilbao / Sondica
ETSI,48.72,11.53,362.0,Ingolstadt,Europe/Berlin,Ingolstadt
ETSN,48.72,11.22,378.0,Neuburg / Donau,Europe/Berlin,Neuburg / Donau
03238,55.02,-1.87,116.0,ALBEMARLE,Europe/London,ALBEMARLE
EGNT,55.03,-1.7,85.0,Newcastle,Europe/London,Newcastle
07157,49.02,2.53,115.0,PARIS-AEROPORT ROISSY,Europe/Paris,PARIS-AEROPORT ROISSY
LFPG,49.02,2.53,115.0,Paris-Aeroport Charles De Gaulle,Europe/Paris,Paris-Aeroport Charles De Gaulle
EPSC,53.4,14.62,1.0,Szczecin,Europe/Warsaw,Szczecin
07487,45.22,5.85,224.0,GRENOBLE-LVD,Europe/Paris,GRENOBLE
06257,52.5,4.6,1.0,WIJK AAN ZEE,Europe/Amsterdam,WIJK AAN ZEE
EDHK,54.38,10.17,31.0,Kiel / Holtenau Civilian,Europe/Berlin,Kiel / Holtenau Civilian
KQDG,37.0,35.43,73.0,Adana,Europe/Istanbul,Adana
EQYK,37.0,35.43,73.0,[unknown],Europe/Istanbul,[unknown]
LTAF,36.98,35.3,11.0,Adana / Sakirpasa,Europe/Istanbul,Adana / Sakirpasa
LTAG,37.0,35.42,55.0,Adana / Incirlik,Europe/Istanbul,Adana / Incirlik
EPBY,53.1,17.98,72.0,Bydgoszcz Ignacy Jan Paderewski Airport,Europe/Warsaw,Bydgoszcz Ignacy Jan Paderewski Airport
11150,47.8,13.0,423.0,SALZBURG-FLUGHAFEN,Europe/Vienna,SALZBURG-FLUGHAFEN
11350,47.78,13.05,418.0,SALZBURG/FREISAAL,Europe/Vienna,SALZBURG/FREISAAL
LOWS,47.8,13.0,423.0,Salzburg-Flughafen,Europe/Vienna,Salzburg-Flughafen
EBCI,50.47,4.45,175.0,Charleroi / Gosselies,Europe/Brussels,Charleroi / Gosselies
EPRZ,50.1,22.05,194.0,Rzeszow-Jasionka,Europe/Warsaw,Rzeszow-Jasionka
LEGR,37.18,-3.78,583.0,Granada / Aeropuerto,Europe/Madrid,Granada / Aeropuerto
LEGA,37.13,-3.64,682.0,Granada / Armilla,Europe/Madrid,Granada / Armilla
EDVK,51.4,9.38,291.0,Kassel / Calden,Europe/Berlin,Kassel / Calden
EDVE,52.3,10.45,77.0,Braunschweig,Europe/Berlin,Braunschweig
60029,28.1,-15.41,55.0,"LAS PALMAS G.C.,SAN CRISTÓBAL",Atlantic/Canary,"LAS PALMAS G.C.,SAN CRISTÓBAL"
60032,28.11306,-15.42139,15.0,LAS PALMAS DE GRAN CANARIA-PLAZA DE LA FERIA,Atlantic/Canary,LAS PALMAS DE GRAN CANARIA-PLAZA DE LA FERIA
60030,27.93,-15.38,136.0,LAS PALMAS DE GRAN CANARIA/GANDO,Atlantic/Canary,LAS PALMAS DE GRAN CANARIA/GANDO
GCLP,27.93,-15.38,136.0,Gran Canaria - Canary Islands,Atlantic/Canary,Gran Canaria - Canary Islands
EGKB,51.32,0.03,153.0,Biggin Hill,Europe/London,Biggin Hill
08430,38.0,-1.17,31.0,MURCIA,Europe/Madrid,MURCIA
LERI,37.95,-1.23,44.0,Murcia / Alcantarilla,Europe/Madrid,Murcia / Alcantarilla
EGNJ,53.58,-0.35,49.0,Humberside,Europe/London,Humberside
EGXV,53.87,-0.43,2.0,Leconfield,Europe/London,Leconfield
02458,59.9,17.6,12.0,UPPSALA,Europe/Stockholm,UPPSALA
02462,59.87,17.63,13.0,UPPSALA UNIVERSITY,Europe/Stockholm,UPPSALA UNIVERSITY
ESCM,59.88,17.6,7.0,Uppsala,Europe/Stockholm,Uppsala
08359,38.37,-0.5,66.0,ALICANTE,Europe/Madrid,ALICANTE
08360,38.28,-0.55,12.0,ALICANTE/EL ALTET,Europe/Madrid,ALICANTE/EL ALTET
LEAL,38.28,-0.55,12.0,Alicante / El Altet,Europe/Madrid,Alicante / El Altet
03330,53.13,-1.98,318.0,LEEK THORNCLIFFE,Europe/London,Thorncliffe
01311,60.29,5.23,40.0,BERGEN/FLESLAND,Europe/Oslo,BERGEN/FLESLAND
01317,60.38,5.33,7.0,BERGEN/FLORIDA,Europe/Oslo,BERGEN/FLORIDA
ENBR,60.28,5.23,40.0,Bergen / Flesland,Europe/Oslo,Bergen / Flesland
EGKA,50.83,-0.28,2.0,Shoreham Airport,Europe/London,Shoreham Airport
EDDR,49.22,7.12,323.0,Saarbruecken / Ensheim,Europe/Berlin,Saarbruecken / Ensheim
15120,46.77,23.57,333.0,CLUJ-NAPOCA,Europe/Bucharest,CLUJ-NAPOCA
LRCL,46.78,23.57,362.0,Cluj-Napoca,Europe/Bucharest,Cluj-Napoca
LTFJ,40.9,29.31,78.0,Istanbul / Sabiha Gokcen,Europe/Istanbul,Istanbul / Sabiha Gokcen
EGSH,52.63,1.3,9.0,Norwich Weather Centre,Europe/London,Norwich Weather Centre
07145,48.77,2.02,164.0,TRAPPES,Europe/Paris,TRAPPES
07146,48.75,2.12,153.0,TOUSSUS LE NOBLE,Europe/Paris,TOUSSUS LE NOBLE
LFPN,48.75056,2.11361,152.0,Toussus Le Noble,Europe/Paris,Toussus Le Noble
