id,lat,lon,alt,name,tz
c101190401,31.42,120.57,8.0,苏州,Asia/Shanghai
c101190407,31.13,120.62,4.7,吴江,Asia/Shanghai
ZBAA,39.93,116.28,66.0,Beijing,Asia/Shanghai
c101010200,39.98,116.28,45.8,海淀,Asia/Shanghai
c101010300,39.95,116.5,35.3,朝阳,Asia/Shanghai
c101011400,39.88,116.15,85.5,门头沟,Asia/Shanghai
c101011000,39.95,116.2,63.0,石景山,Asia/Shanghai
c101010900,39.87,116.25,55.2,丰台,Asia/Shanghai
c101011200,39.77,116.2,48.9,房山,Asia/Shanghai
c101010100,39.8,116.47,31.3,北京,Asia/Shanghai
ZGGG,23.39244,113.29879,21.0,Guangzhou,Asia/Shanghai
c101280105,23.42,113.23,38.9,花都,Asia/Shanghai
c101280601,22.53,114.0,63.0,深圳,Asia/Shanghai
ZGKL,25.33,110.3,147.0,Guilin,Asia/Shanghai
c101300505,25.23,110.15,222.5,临桂,Asia/Shanghai
c101300502,25.42,110.32,167.9,灵川,Asia/Shanghai
c101300501,25.32,110.3,164.4,桂林,Asia/Shanghai
c101280701,22.28,113.57,51.4,珠海,Asia/Shanghai
ZSSS,31.19787,121.33632,5.0,Shanghai / Hongqiao,Asia/Shanghai
c101020200,31.1,121.37,5.5,闵行,Asia/Shanghai
c101020300,31.4,121.45,5.5,宝山,Asia/Shanghai
c101020100,31.2,121.43,4.6,徐家汇,Asia/Shanghai
c101020600,31.23,121.53,4.4,浦东,Asia/Shanghai
c101280102,22.93,113.32,12.2,番禺,Asia/Shanghai
c101300504,24.98,110.0,156.8,永福,Asia/Shanghai
c101300506,25.62,110.67,224.0,兴安,Asia/Shanghai
c101190404,31.4,121.0,3.2,昆山,Asia/Shanghai
c101020500,31.38,121.2,6.5,嘉定,Asia/Shanghai
c101190408,31.52,121.1,5.7,太仓,Asia/Shanghai
ZSHC,30.23,120.17,16.0,Hangzhou,Asia/Shanghai
c101210101,30.23,120.17,41.7,杭州,Asia/Shanghai
c101210102,30.18,120.28,96.5,萧山,Asia/Shanghai
c101281601,22.97,113.73,56.0,东莞,Asia/Shanghai
ZUUU,30.58333,103.95,535.0,Chengdu,Asia/Shanghai
c101270106,30.58,103.92,494.6,双流,Asia/Shanghai
c101270103,30.78,104.18,514.5,新都,Asia/Shanghai
c101270102,30.62,104.27,505.3,龙泉驿,Asia/Shanghai
c101270104,30.75,103.87,547.7,温江,Asia/Shanghai
c101190107,32.07,118.58,46.6,浦口,Asia/Shanghai
ZHCC,34.72,113.65,112.0,Zhengzhou,Asia/Shanghai
c101180103,34.8,113.43,140.9,荥阳,Asia/Shanghai
c101180101,34.72,113.65,110.4,郑州,Asia/Shanghai
ZHHH,30.62,114.13,14.0,Wuhan,Asia/Shanghai
ZGHA,28.18916,113.21963,70.0,Changsha,Asia/Shanghai
c101250106,28.22,113.2,101.4,马坡岭,Asia/Shanghai
ZSOF,31.78333,117.3,24.0,Hefei,Asia/Shanghai
c101220104,31.73,117.13,21.8,肥西,Asia/Shanghai
c101220101,31.78,117.3,27.0,合肥,Asia/Shanghai
c101110103,34.43,108.97,410.0,泾河,Asia/Shanghai
c101120101,36.6,117.0,170.3,济南,Asia/Shanghai
ZGSZ,22.63926,113.81066,2.0,Shenzhen,Asia/Shanghai
c101042500,29.98,108.12,632.3,石柱,Asia/Shanghai
c101080601,42.3,118.83,668.6,赤峰,Asia/Shanghai
c101220103,31.88,117.47,25.0,肥东,Asia/Shanghai
c101070501,41.3,123.78,185.4,本溪,Asia/Shanghai
c101020900,31.02,121.18,8.1,松江,Asia/Shanghai
c101230103,26.15,119.15,57.8,闽侯,Asia/Shanghai
c101230101,26.08,119.28,84.0,福州,Asia/Shanghai
c101300110,22.78,108.55,152.0,南宁,Asia/Shanghai
c101300103,22.77,108.48,74.7,邕宁,Asia/Shanghai
c101090103,38.15,114.57,71.0,正定,Asia/Shanghai
c101090104,37.88,114.63,52.9,栾城,Asia/Shanghai
c101280801,22.85,113.25,21.4,顺德,Asia/Shanghai
c101240401,27.9,116.27,73.7,临川,Asia/Shanghai
c101240101,28.6,115.92,46.9,南昌,Asia/Shanghai
c101240103,28.55,115.95,31.9,南昌县,Asia/Shanghai
c101240102,28.7,115.83,40.0,新建,Asia/Shanghai
ZUCK,29.71667,106.63333,310.0,Chongqing,Asia/Shanghai
c101040700,29.73,106.62,464.7,渝北,Asia/Shanghai
c101040100,29.58,106.47,259.1,沙坪坝,Asia/Shanghai
c101300701,24.42,111.5,148.7,贺州,Asia/Shanghai
ZBTJ,39.18,117.35,2.0,Tianjin / Zhangguizhu,Asia/Shanghai
c101030100,39.08,117.33,1.9,东丽,Asia/Shanghai
c101030500,39.08,117.05,3.5,西青,Asia/Shanghai
c101030600,39.23,117.13,3.4,北辰,Asia/Shanghai
c101011100,39.72,116.35,37.5,大兴,Asia/Shanghai
ZPPP,24.99236,102.74354,1898.0,Kunming,Asia/Shanghai
c101290101,25.0,102.65,1888.1,昆明,Asia/Shanghai
c101290108,24.9,102.82,1976.6,呈贡,Asia/Shanghai
c101190201,31.62,120.35,3.2,无锡,Asia/Shanghai
ZYTX,41.8,123.4,46.0,Shenyang / Taokian,Asia/Shanghai
c101070101,41.73,123.52,49.0,沈阳,Asia/Shanghai
c101280800,23.15,113.02,30.1,南海,Asia/Shanghai
c101260107,26.83,106.6,1296.7,修文,Asia/Shanghai
c101190501,32.08,120.98,4.8,南通,Asia/Shanghai
ZYCC,43.9,125.22,229.0,Changchun,Asia/Shanghai
c101060101,43.9,125.22,236.8,长春,Asia/Shanghai
c101020800,31.13,121.12,4.0,青浦,Asia/Shanghai
c101270110,30.45,103.82,467.0,新津,Asia/Shanghai
c101010700,40.22,116.22,76.2,昌平,Asia/Shanghai
ZSAM,24.48,118.08,1.0,Xiamen,Asia/Shanghai
c101230201,24.48,118.07,139.4,厦门,Asia/Shanghai
c101200201,32.0,112.08,163.4,襄阳,Asia/Shanghai
ZBYN,37.78,112.55,747.0,Taiyuan,Asia/Shanghai
c101100106,37.93,112.48,806.5,尖草坪,Asia/Shanghai
c101100101,37.75,112.55,776.2,小店,Asia/Shanghai
ZBHH,40.85,111.81667,1093.0,Hohhot,Asia/Shanghai
c101080106,40.75,111.7,1045.4,呼和浩特郊区站,Asia/Shanghai
ZSNB,29.83,121.46,4.0,Ningbo Lishe International Airport,Asia/Shanghai
c101210412,29.98,121.6,4.0,镇海,Asia/Shanghai
c101210401,29.8,121.5,6.2,鄞州,Asia/Shanghai
c101210410,29.88,121.83,5.0,北仑,Asia/Shanghai
c101280302,23.18,114.25,50.2,博罗,Asia/Shanghai
c101280303,23.07,114.37,108.5,惠阳,Asia/Shanghai
c101100401,37.68,112.77,831.2,榆次,Asia/Shanghai
c101270107,30.82,103.88,558.5,郫县,Asia/Shanghai
ZYTL,38.9,121.63,105.0,Dalian,Asia/Shanghai
c101070201,38.9,121.63,91.5,大连,Asia/Shanghai
c101110404,38.03,110.48,894.4,佳县,Asia/Shanghai
c101161301,36.55,104.15,1736.7,白银,Asia/Shanghai
c101271401,29.57,103.75,424.2,乐山,Asia/Shanghai
c101210904,29.33,120.08,90.0,义乌,Asia/Shanghai
c101210905,29.27,120.22,89.9,东阳,Asia/Shanghai
c101100504,36.33,113.23,947.6,潞城,Asia/Shanghai
c101100501,36.07,113.03,1046.9,长治,Asia/Shanghai
c101100511,36.12,113.2,1122.0,壶关,Asia/Shanghai
c101031100,39.05,117.72,4.8,塘沽,Asia/Shanghai
c101050501,46.62,126.97,179.6,北林,Asia/Shanghai
c101190605,32.45,119.58,5.2,江都,Asia/Shanghai
c101190601,32.42,119.42,9.9,扬州,Asia/Shanghai
c101240701,25.87,115.0,137.5,赣县,Asia/Shanghai
47090,38.25,128.57,24.0,SOKCHO,Asia/Seoul
47097,37.27,127.48,91.0,ICHEON,Asia/Seoul
47098,37.9,127.07,130.0,DONGDUCHEON,Asia/Seoul
47100,37.68,128.72,764.0,DAEGWALLYEONG,Asia/Seoul
47101,37.9,127.73,66.0,CHUNCHEON,Asia/Seoul
47104,37.8,128.85,75.0,BUKGANGNEUNG,Asia/Seoul
47105,37.75,128.88,19.0,GANGNEUNG,Asia/Seoul
47106,37.5,129.12,10.0,DONGHAE RADAR,Asia/Seoul
47114,37.33,127.95,155.0,WONJU,Asia/Seoul
47121,37.18,128.45,238.0,YEONGWOL,Asia/Seoul
47127,36.97,127.95,114.0,CHUNGJU,Asia/Seoul
47130,36.98,129.42,51.0,ULJIN,Asia/Seoul
47133,36.37,127.37,31.0,DAEJEON,Asia/Seoul
47135,36.22,127.98,302.0,CHUPUNGNYEONG,Asia/Seoul
47136,36.57,128.7,142.0,ANDONG,Asia/Seoul
47137,36.4,128.15,59.0,SANGJU,Asia/Seoul
47138,36.03,129.38,4.0,POHANG,Asia/Seoul
47143,35.88,128.62,51.0,DAEGU,Asia/Seoul
47152,35.55,129.32,6.0,ULSAN,Asia/Seoul
47154,36.12,128.32,48.0,GUMI,Asia/Seoul
47155,35.17,128.57,38.0,MASAN,Asia/Seoul
47157,35.67,127.9,222.0,GEOCHANG,Asia/Seoul
47159,35.1,129.03,3.0,BUSAN,Asia/Seoul
47162,34.85,128.43,9.0,TONGYEONG,Asia/Seoul
47168,34.73,127.73,1.0,YEOSU,Asia/Seoul
47192,35.2,128.12,25.0,JINJU,Asia/Seoul
KQTA,35.45,139.47,50.0,ATSUGI,Asia/Tokyo
RJAA,35.77,140.38,40.0,New Tokyo Inter-National Airport,Asia/Tokyo
RJAF,36.17,137.93,650.0,Matsumoto Airport,Asia/Tokyo
RJAH,36.18,140.42,30.0,Hyakuri Ab,Asia/Tokyo
RJAI,35.73,139.92,14.0,Ichikawa,Asia/Tokyo
RJAK,36.03,140.2,21.0,Kasumigaura Ab,Asia/Tokyo
RJAT,35.32,138.87,677.0,Fuji Ab,Asia/Tokyo
RJAW,24.78,141.32,1.0,Iwojima,Asia/Tokyo
RJBB,34.42,135.25,5.0,Kansai International Airport,Asia/Tokyo
RJBD,33.67,135.35,99.0,Nankishirahama Airport,Asia/Tokyo
RJBT,35.52,134.8,100.0,Tajima,Asia/Tokyo
RJCA,43.8,142.37,113.0,Asahikawa Ab,Asia/Tokyo
RJCB,42.73,143.22,150.0,Obihiro Airport,Asia/Tokyo
RJCC,42.8,141.67,22.0,Chitose Ab,Asia/Tokyo
RJCH,41.77,140.82,23.0,Hakodate Airport,Asia/Tokyo
RJCK,43.03,144.2,60.0,Kushiro Airport,Asia/Tokyo
RJCM,43.88,144.17,20.0,Memambetsu Airport,Asia/Tokyo
RJCN,43.57,144.97,69.0,Nakashibetsu Airport,Asia/Tokyo
RJCO,43.12,141.38,5.0,Sapporo Ab,Asia/Tokyo
RJCT,42.9,143.17,73.0,Tokachi Japanese Ground Self Defense Force,Asia/Tokyo
RJCW,45.4,141.8,11.0,Wakkanai Airport,Asia/Tokyo
RJDC,33.93,131.28,1.0,Yamaguchi Ube Airport,Asia/Tokyo
RJDM,33.32,130.42,15.0,Metabaru Ab,Asia/Tokyo
RJDT,34.28,129.33,95.0,Tsushima Airport,Asia/Tokyo
RJEB,44.3,143.4,3.0,Mombetsu Airport,Asia/Tokyo
RJEC,43.67,142.45,203.0,Asahikawa Airport,Asia/Tokyo
RJFE,32.67,128.83,60.0,Fukue Airport,Asia/Tokyo
RJFF,33.58,130.45,9.0,Fukuoka Airport,Asia/Tokyo
RJFG,30.60507,130.99123,88.0,Tanegashima Airport,Asia/Tokyo
RJFK,31.8,130.72,255.0,Kagoshima Airport,Asia/Tokyo
RJFM,31.87,131.45,1.0,Miyazaki Airport,Asia/Tokyo
RJFO,33.48,131.73,19.0,Oita Airport,Asia/Tokyo
RJFR,33.85,131.03,3.0,Kitakyushu Airport,Asia/Tokyo
RJFT,32.83,130.85,164.0,Kumamoto Airport,Asia/Tokyo
RJFU,32.92,129.92,2.0,Nagasaki Airport,Asia/Tokyo
RJFY,31.37,130.83,66.0,Kanoya Ab,Asia/Tokyo
RJKA,28.43,129.72,4.0,Amami Airport,Asia/Tokyo
RJKI,28.32,129.93,1.0,Kikai Island,Asia/Tokyo
RJKN,27.83,128.88,5.0,Tokunoshima Island,Asia/Tokyo
RJNG,35.38,136.87,19.0,Gifu Ab,Asia/Tokyo
RJNK,36.38,136.42,18.0,Komatsu Ab,Asia/Tokyo
RJNT,36.65,137.18,25.0,Toyama Airport,Asia/Tokyo
RJNY,34.82,138.3,6.0,Shizuhama Ab,Asia/Tokyo
RJOA,34.43,132.92,200.0,Hiroshima Airport,Asia/Tokyo
RJOB,34.75,133.85,200.0,Okayama Airport,Asia/Tokyo
RJOC,35.42,132.9,2.0,Izumo Airport,Asia/Tokyo
RJOE,34.53,136.68,5.0,Akeno Ab,Asia/Tokyo
RJOF,34.03,131.55,55.0,Hofu Ab,Asia/Tokyo
RJOH,35.48,133.25,9.0,Miho Ab,Asia/Tokyo
RJOI,34.13,132.23,2.0,Iwakuni Marine Corps Air Station,Asia/Tokyo
RJOK,33.53,133.67,1.0,Kochi Airport,Asia/Tokyo
RJOM,33.82,132.7,18.0,Matsuyama Airport,Asia/Tokyo
RJOO,34.78,135.45,7.0,Osaka International Airport,Asia/Tokyo
RJOP,34.0,134.63,3.0,Komatsujima Ab,Asia/Tokyo
RJOR,35.53,134.17,15.0,Tottori Airport,Asia/Tokyo
RJOS,34.13,134.62,8.0,Tokushima Ab,Asia/Tokyo
RJOT,34.22,134.02,194.0,Takamatsu Airport,Asia/Tokyo
RJOW,34.67,131.8,28.0,Iwami Airport,Asia/Tokyo
RJOY,34.6,135.6,12.0,Yao Airport,Asia/Tokyo
RJOZ,34.05,131.05,13.0,Ozuki Ab,Asia/Tokyo
RJSA,40.73,140.7,234.0,Aomori Airport,Asia/Tokyo
RJSC,38.42,140.37,100.0,Yamagata Airport,Asia/Tokyo
RJSD,38.05,138.42,57.0,Sado Airport,Asia/Tokyo
RJSF,37.23,140.43,400.0,Fukushima Airport,Asia/Tokyo
RJSH,40.55,141.47,23.0,Hachinohe Ab,Asia/Tokyo
RJSI,39.43,141.13,91.0,Hanamaki Airport,Asia/Tokyo
RJSK,39.62,140.22,98.0,Akita Airport,Asia/Tokyo
RJSM,40.7,141.38,30.0,Misawa Ab,Asia/Tokyo
RJSN,37.95,139.12,2.0,Niigata Airport,Asia/Tokyo
RJSO,41.23,141.13,11.0,Ominato Ab,Asia/Tokyo
RJSS,38.13,140.92,2.0,Sendai Airport,Asia/Tokyo
RJSU,38.23,140.92,8.0,Kasuminome Ab,Asia/Tokyo
RJSY,38.82,139.78,8.0,Shonai,Asia/Tokyo
RJTC,35.7,139.4,70.0,Tachikawa Ab,Asia/Tokyo
RJTE,34.98,139.83,31.0,Tateyama Ab,Asia/Tokyo
RJTF,35.67,139.53,40.0,Chofu Airport,Asia/Tokyo
RJTI,35.63,139.85,5.0,Tokyo Heliport,Asia/Tokyo
RJTK,35.4,139.92,6.0,Kisarazu Ab,Asia/Tokyo
RJTL,35.8,140.02,20.0,Shimofusa Ab,Asia/Tokyo
RJTO,34.78,139.37,95.0,Oshima Airport,Asia/Tokyo
RJTR,35.52,139.4,83.0,Zama Airfield,Asia/Tokyo
RJTT,35.55,139.78,1.0,Tokyo International Airport,Asia/Tokyo
RJTU,36.52,139.87,99.0,Utsunomiya Ab,Asia/Tokyo
RJTY,35.75,139.35,132.0,Yokota Ab,Asia/Tokyo
ROAH,26.18,127.65,1.0,Naha Airport,Asia/Tokyo
RODN,26.35,127.77,1.0,Kadena Ab,Asia/Tokyo
ROIG,24.33,124.17,1.0,Ishigakijima,Asia/Tokyo
ROMD,25.83,131.23,35.0,Minamidaitojima,Asia/Tokyo
ROMY,24.78,125.28,10.0,Miyakojima,Asia/Tokyo
RORS,24.83,125.15,16.0,Shimoji-Shima Island,Asia/Tokyo
ROTM,26.27,127.75,2.0,Futenma Marine Corps Air Facility,Asia/Tokyo
ROYN,24.47,122.98,16.0,Yonaguni Airport,Asia/Tokyo
RKJK,35.92,126.62,9.0,Kunsan Ab,Asia/Seoul
RKNN,37.75,128.95,5.0,Kangnung Ab,Asia/Seoul
RKNR,37.1,128.9,1141.0,Kotar Range,Asia/Seoul
RKNW,37.33,127.95,155.0,Wonju,Asia/Seoul
RKPC,33.5,126.5,60.0,Cheju International Airport,Asia/Seoul
RKPK,35.18,128.93,3.0,Pusan / Kimhae International Airport,Asia/Seoul
RKPM,33.2,126.27,1.0,Mosulpo Ab,Asia/Seoul
RKSF,37.5,126.93,33.0,Seoul / Yongdungp'O Rokaf Wc,Asia/Seoul
RKSG,36.93,127.0,1.0,Pyongtaek Ab,Asia/Seoul
RKSM,37.43,127.12,27.0,Seoul E Ab,Asia/Seoul
RKSO,37.1,127.03,9.0,Osan Ab,Asia/Seoul
RKSP,37.97,124.67,89.0,Paengnyongdo Ab,Asia/Seoul
RKSS,37.55,126.8,15.0,Seoul / Kimp'O International Airport,Asia/Seoul
RKSU,37.43,127.63,169.0,Yeoju Range,Asia/Seoul
RKSW,37.25,127.0,19.0,Suwon Ab,Asia/Seoul
RKSY,37.52,126.98,14.0,Yongsan / H-208 Hp,Asia/Seoul
RKTE,36.4,127.5,72.0,Songmu Ab,Asia/Seoul
RKTF,36.3,127.4,161.0,Taejon,Asia/Seoul
RKTI,37.03,127.88,77.0,Jung Won Rok-Ab,Asia/Seoul
RKTN,35.9,128.65,33.0,Taegu Ab,Asia/Seoul
RKTS,36.42,128.17,53.0,Sangju,Asia/Seoul
RKTU,36.7,127.5,50.0,Chongju Ab,Asia/Seoul
RKTY,36.63,128.35,118.0,Yechon Ab,Asia/Seoul
RKSI,37.47,126.45,7.0,Incheon International Airport,Asia/Seoul
RKNY,38.06,128.67,73.0,Yangyang International Airport,Asia/Seoul
RJFS,33.15,130.3,2.0,Saga Airport,Asia/Tokyo
RJSR,40.1919,140.371,100.0,Odate-Noshiro Airport,Asia/Tokyo
RJNW,37.29,136.96,219.0,Noto Airport,Asia/Tokyo
RKSD,37.35,127.27,171.0,Maesanri,Asia/Seoul
RKTB,37.02,126.05,46.0,Paekado,Asia/Seoul
RKTP,36.4,126.35,31.0,Hae Mi,Asia/Seoul
RKSQ,37.7,125.7,91.0,Yeonpyeungdo,Asia/Seoul
RKSV,37.78,126.37,173.0,Pyoripsan,Asia/Seoul
RKNF,37.75,128.67,1122.0,Whang Ryeong,Asia/Seoul
RJGG,34.85841,136.80541000000002,18.0,Nagoya Airport,Asia/Tokyo
RJBE,34.63,135.22,7.0,Kobe Airport,Asia/Tokyo
RORK,25.92,131.33,22.0,Kitadaito Island,Asia/Tokyo
RORY,27.05,128.4,16.0,Yoron Island,Asia/Tokyo
RKJB,34.98,126.37,36.0,Intl Airport,Asia/Seoul
KQEQ,37.85,127.55,35.0,Afwa Assigned,Asia/Tokyo
RJNS,34.8,138.19,123.0,Shizuoka,Asia/Tokyo
RKNO,38.47,128.47,107.0,Keo Jin,Asia/Seoul
94743,-33.62,150.27,919.0,MOUNT BOYCE,Australia/Sydney
94749,-34.38,150.93,10.0,BELLAMBI AWS,Australia/Sydney
94752,-33.9,150.73,85.0,BADGERY'S CREEK AIRPORT,Australia/Sydney
94755,-34.03,150.68,147.0,CAMDEN AIRPORT AWS,Australia/Sydney
94757,-34.07,150.77,112.0,CAMPBELL TOWN (MOUNT ANNAN),Australia/Sydney
94759,-33.68,151.23,157.0,TERREY HILLS AWS,Australia/Sydney
94760,-33.85,150.85,27.0,HORSLEY EQUESTRIAN CENTRE,Australia/Sydney
94763,-33.72,150.68,99.0,PENRITH,Australia/Sydney
94765,-33.92,150.98,7.0,BANKSTOWN AIRPORT AWS,Australia/Sydney
94766,-33.9,151.12,1.0,CANTERBURY RACECOURSE,Australia/Sydney
94767,-33.93,151.17,1.0,SYDNEY AIRPORT AMO,Australia/Sydney
94768,-33.85,151.2,40.0,SYDNEY REGIONAL OFFICE,Australia/Sydney
94782,-33.435,151.3614,7.0,GOSFORD AWS,Australia/Sydney
95748,-34.57,150.78,14.0,WOLLONGONG AIRPORT,Australia/Sydney
95749,-34.65,150.85,1.0,KIAMA (BOMBO HEADLAND),Australia/Sydney
95753,-33.6,150.78,104.0,RICHMOND RAAF,Australia/Sydney
95761,-33.83,151.28,25.0,SOUTH HEAD,Australia/Sydney
95765,-33.85,151.07,1.0,HOMEBUSH (OLYMPIC STADIUM),Australia/Sydney
95767,-33.08,151.47,146.0,MIDDLE HEAD,Australia/Sydney
95770,-33.27,151.57,20.0,NORAH HEAD LIGHTHOUSE,Australia/Sydney
95774,-33.28,151.22,288.0,MANGROVE MOUNTAIN AWS,Australia/Sydney
YSRI,-33.6,150.78,104.0,Richmond Aus-Afb,Australia/Sydney
YSSY,-33.95,151.18,6.0,Sydney Airport,Australia/Sydney
94854,-38.03,144.47,12.0,AVALON  AIRPORT,Australia/Sydney
94857,-38.23,144.33,18.0,GEELONG AIRPORT,Australia/Sydney
94859,-37.02,144.53,280.0,REDESDALE,Australia/Sydney
94860,-37.38,144.97,315.0,KILMORE GAP,Australia/Sydney
94863,-37.9,144.12,202.0,SHEOAKS AWS,Australia/Sydney
94864,-37.73,145.4,154.0,GOLDSTREAM,Australia/Sydney
94865,-37.87,144.75,12.0,LAVERTON RAAF,Australia/Sydney
94866,-37.67,144.83,116.0,MELBOURNE AIRPORT,Australia/Sydney
94870,-37.98,145.1,34.0,MOORABBIN AIRPORT,Australia/Sydney
94872,-37.88,145.33,229.0,DUNNS HILL,Australia/Sydney
94892,-38.45,145.3,14.0,RHYLL (AWS),Australia/Sydney
94898,-38.35,145.17,1.0,CERBERUS AWS,Australia/Sydney
95866,-37.73,144.9,100.0,ESSENDON AIRPORT,Australia/Sydney
95867,-37.87,145.25,145.0,SCORESBY RESEARCH INSTITUTE,Australia/Sydney
95874,-37.73,145.1,152.0,VIEWBANK (ARPNSA),Australia/Sydney
95936,-37.8256,144.9817,8.0,MELBOURNE (OLYMPIC PARK),Australia/Sydney
YMML,-37.67,144.83,116.0,Melbourne Airport,Australia/Sydney
YMAV,-38.03,144.48,10.0,"Avalon, Avalon Airport",Australia/Sydney
YMEN,-37.73,145.4,154.0,Goldstream Aws,Australia/Sydney
94881,-37.22,145.83,305.0,EILDON FIRE TOWER,Australia/Sydney
94562,-27.55,152.33,214.0,UNIVERSITY OF QUEENSLAND GATTON,Australia/Brisbane
94568,-27.63,152.72,98.0,AMBERLEY AMO,Australia/Brisbane
94569,-26.6,153.1,4.0,MAROOCHYDORE AERO,Australia/Brisbane
94575,-27.57,153.0,60.0,ARCHERFIELD AIRPORT,Australia/Brisbane
94576,-27.48,153.03,16.0,BRISBANE CENTRAL,Australia/Brisbane
94578,-27.38,153.13,1.0,BRISBANE AERO,Australia/Brisbane
94580,-27.93,153.43,3.0,GOLD COAST SEAWAY,Australia/Brisbane
94592,-28.17,153.5,1.0,COOLANGATTA AIRPORT AWS,Australia/Brisbane
94594,-27.03,153.47,101.0,CAPE MORETON LIGHTHOUSE AWS,Australia/Brisbane
95566,-26.95,152.97,164.0,BEERBURRUM FOREST STN,Australia/Brisbane
95572,-26.65,152.93,207.0,NAMBOUR DPI,Australia/Brisbane
95575,-27.97,152.98,48.0,BEAUDESERT DRUMLEY STREET,Australia/Brisbane
95591,-27.22,153.1,1.0,REDCLIFFE,Australia/Brisbane
YBBN,-27.38,153.1,2.0,Brisbane Airport M. O,Australia/Brisbane
YBCG,-28.17,153.5,1.0,Coolangatta Airport Aws,Australia/Brisbane
YAMB,-27.64,152.71,28.0,RAAF Base Amberley,Australia/Brisbane
94602,-32.02,115.5,43.0,ROTTNEST ISLAND,Australia/Perth
94605,-32.52,115.72,1.0,MANDURAH,Australia/Perth
94608,-31.92,115.87,50.0,MOUNT LAWLEY PERTH METRO AWS,Australia/Perth
94609,-32.1,115.88,88.0,JANDAKOT AERO,Australia/Perth
94610,-31.93,115.97,98.0,PERTH AIRPORT,Australia/Perth
94612,-31.67,116.02,160.0,PEARCE RAAF,Australia/Perth
94614,-31.95,115.77,7.0,SWANBOURNE,Australia/Perth
94620,-32.72,116.05,159.0,DWELLINGUP,Australia/Perth
95607,-32.23,115.68,1.0,GARDEN ISLAND HSF,Australia/Perth
95610,-32.02,116.13,284.0,KALAMUNDA BICKLEY,Australia/Perth
95612,-31.47,115.87,157.0,GINGIN AERO,Australia/Perth
YPEA,-31.67,116.02,160.0,Bullsbrook Pearce Amo,Australia/Perth
YPPH,-31.93,115.95,90.0,Belmont Perth Airport,Australia/Perth
YPJT,-32.1,115.88,30.0,Perth Jandakot Airport,Australia/Perth
94672,-34.95,138.53,11.0,ADELAIDE AIRPORT,Australia/Adelaide
94677,-35.52,138.82,1.0,HINDMARSH ISLAND AWS,Australia/Adelaide
94678,-34.73,138.93,313.0,TOWER HILL,Australia/Adelaide
94681,-34.48,139.0,296.0,NURIOOTPA VITICULTURAL,Australia/Adelaide
94683,-35.17,138.67,289.0,KUITPO FOREST RESERVE,Australia/Adelaide
94808,-35.17,138.5,68.0,NOARLUNGA,Australia/Adelaide
94809,-35.12,137.73,1.0,EDITHBURGH AWS,Australia/Adelaide
94811,-35.57,138.28,275.0,SECOND VALLEY FOREST,Australia/Adelaide
94814,-35.28,138.9,68.0,STRATHALBYN RACECOURSE,Australia/Adelaide
95671,-34.52,138.68,71.0,ROSEWORTHY AG COLLEGE,Australia/Adelaide
95676,-34.7,138.62,24.0,EDINBURGH RAAF,Australia/Adelaide
95677,-34.78,138.63,49.0,PARAFIELD AIRPORT,Australia/Adelaide
95678,-34.97,138.7,312.0,MT LOFTY AWS,Australia/Adelaide
95818,-35.07,139.23,46.0,PALLAMANA AERODROME,Australia/Adelaide
YPAD,-34.93,138.52,7.0,Adelaide Airport,Australia/Adelaide
82143,-0.62,-47.38,1.0,SALINOPOLIS,America/Fortaleza
82595,-5.17,-35.48,1.0,CALCANHAR,America/Fortaleza
83650,-20.5,-29.32,28.0,TRINDADE (ILHA),America/Noronha
83925,-28.6,-48.82,45.0,SANTA MARTA,America/Sao_Paulo
SBAF,-22.87,-43.37,119.0,Afonsos Aeroporto,America/Sao_Paulo
SBAN,-16.23,-48.97,1137.0,Anapolis Braz-Afb,America/Sao_Paulo
SBAR,-10.98,-37.07,1.0,Aracaju Aeroporto,America/Fortaleza
SBAT,-9.87,-56.1,288.0,Alta Floresta Aeroporto,America/Cuiaba
SBBE,-1.38,-48.48,2.0,Belem Aeroporto,America/Fortaleza
SBBG,-31.35,-54.12,234.0,Bage Aeroporto,America/Sao_Paulo
SBBH,-19.85,-43.95,851.0,Belo Horizonte Aeroporto,America/Sao_Paulo
SBBI,-25.43,-49.27,913.0,Curitiba,America/Sao_Paulo
SBBQ,-21.25,-43.77,1132.0,Barbacena,America/Sao_Paulo
SBBR,-15.87,-47.93,1061.0,Brasilia Aeroporto,America/Sao_Paulo
SBBU,-22.32,-49.07,536.0,Bauru,America/Sao_Paulo
SBBV,2.83,-60.7,78.0,"Boa Vista, Boa Vista Intl",America/Manaus
SBBW,-15.87,-52.38,350.0,Barra Do Garcas,America/Cuiaba
SBCF,-19.93,-43.93,929.0,Belo Horizonte,America/Sao_Paulo
SBCG,-20.47,-54.67,567.0,Campo Grande Aeroporto,America/Campo_Grande
SBCH,-27.13422000000001,-52.65655,622.0,CHAPECO,America/Sao_Paulo
SBCJ,-6.12,-50.0,216.0,Carajas / Maraba,America/Fortaleza
SBCO,-30.02,-51.22,1.0,Porto Alegre,America/Sao_Paulo
SBCP,-21.75,-41.33,1.0,Campos,America/Sao_Paulo
SBCR,-19.08,-57.5,130.0,Corumba,America/Campo_Grande
SBCT,-25.52,-49.17,914.0,Curitiba Aeroporto,America/Sao_Paulo
SBCX,-29.19706,-51.18754000000001,733.0,CAXIAS DO SUL,America/Sao_Paulo
