id,lat,lon,alt,name,tz
SBCY,-15.65,-56.1,187.0,Cuiaba Aeroporto,America/Cuiaba
SBCZ,-7.59991,-72.76949,188.0,Cruzeiro Do Sul,America/Eirunepe
SBDN,-22.12,-51.38,436.0,Presidente Prudente,America/Sao_Paulo
SBEG,-3.03,-60.05,49.0,Eduardo Gomes International,America/Manaus
SBES,-22.82,-42.1,1.0,S. P. Aldeia Aerodrome,America/Sao_Paulo
SBFI,-25.59615,-54.48721,183.0,Foz Do Iguacu Aeroporto,America/Sao_Paulo
SBFL,-27.67,-48.55,26.0,Florianopolis Aeroporto,America/Sao_Paulo
SBFN,-3.85,-32.42,1.0,Fernando De Noronha,America/Noronha
SBFZ,-3.78,-38.53,20.0,Fortaleza / pinto Martins,America/Fortaleza
SBGL,-22.82,-43.25,1.0,Galeao,America/Sao_Paulo
SBGO,-16.63,-49.22,747.0,Goiania Aeroporto,America/Sao_Paulo
SBGR,-23.43,-46.47,808.0,Guarulhos Civ / Mil,America/Sao_Paulo
SBGW,-22.78,-45.2,483.0,Guaratingueta,America/Sao_Paulo
SBHT,-3.2,-52.2,29.0,Altamira,America/Fortaleza
SBIH,-4.25,-56.0,38.0,Itaituba,America/Fortaleza
SBIL,-14.82,-39.03,1.0,Ilheus Aeroporto,America/Fortaleza
SBIZ,-5.53,-47.5,80.0,Imperatriz,America/Fortaleza
SBJP,-7.1,-34.87,3.0,Joao Pessoa,America/Fortaleza
SBJR,-22.98,-43.37,9.0,Rio / Jacarepagua,America/Sao_Paulo
SBKG,-7.22,-35.88,439.0,Campina Grande,America/Fortaleza
SBKP,-23.0,-47.13,645.0,Campinas Aeroporto,America/Sao_Paulo
SBLB,-7.25,-64.78,76.0,LABREA,America/Manaus
SBLO,-23.33,-51.13,569.0,Londrina Aeroporto,America/Sao_Paulo
SBMA,-5.35,-49.15,40.0,Maraba,America/Fortaleza
SBME,-22.35,-41.77,1.0,Macae,America/Sao_Paulo
SBMG,-23.42,-51.95,542.0,Maringa,America/Sao_Paulo
SBMK,-16.72,-43.87,646.0,Montes Claros,America/Sao_Paulo
SBMN,-3.15,-59.98,34.0,Manaus Aeroporto,America/Manaus
SBMO,-9.52,-35.78,50.0,Maceio Aeroporto,America/Fortaleza
SBMQ,0.03333,-51.05,1.0,Macapa,America/Fortaleza
SBMT,-23.52,-46.63,634.0,Marte Civ / Mil,America/Sao_Paulo
SBMY,-5.82,-61.3,50.0,Manicore,America/Manaus
SBNT,-5.92,-35.25,21.0,Natal Aeroporto,America/Fortaleza
SBOI,3.83,-51.83,26.0,Oiapoque,America/Fortaleza
SBPA,-30.0,-51.18,34.0,Porto Alegre Aero-Porto,America/Sao_Paulo
SBPB,-2.92,-41.75,4.0,Parnaiba Aeroporto,America/Fortaleza
SBPC,-21.85,-46.57,1229.0,Pocos De Caldas,America/Sao_Paulo
SBPL,-9.35,-40.55,360.0,Petrolina,America/Fortaleza
SBPP,-22.55,-55.7,657.0,Ponta Pora Intl,America/Campo_Grande
SBPV,-8.77,-63.92,80.0,Porto Velho Aeroporto,America/Manaus
SBRB,-10.0,-67.8,149.0,Rio Branco,America/Eirunepe
SBRF,-8.07,-34.85,19.0,Recife Aeroporto,America/Recife
SBRJ,-22.9,-43.17,3.0,Rio De Janeiro Aeroporto,America/Sao_Paulo
SBSC,-22.93,-43.72,4.0,Rio De Janeiro-Santa Cruz Ab,America/Sao_Paulo
SBSJ,-23.23,-45.87,596.0,Sao Jose Dos Campo,America/Sao_Paulo
SBSL,-2.6,-44.23,7.0,Sao Luiz Aeroporto,America/Fortaleza
SBSM,-29.72,-53.7,156.0,Santa Maria Aero-Porto,America/Sao_Paulo
SBSN,-2.43,-54.72,13.0,Santarem-Aeroporto,America/Fortaleza
SBSP,-23.62,-46.65,667.0,Sao Paulo/Congonhas Aeroporto,America/Sao_Paulo
SBST,-23.93,-46.3,1.0,Santos Aeroporto,America/Sao_Paulo
SBSV,-12.9,-38.33,2.0,Salvador Aeroporto,America/Fortaleza
SBSY,-11.57,-50.67,10.0,SANTA ISABEL,America/Araguaina
SBTA,-23.0401,-45.51600000000001,573.0,TAUBATE,America/Sao_Paulo
SBTE,-5.05,-42.82,48.0,Teresina Aeroporto,America/Fortaleza
SBTK,-8.17,-70.77,190.0,Tarauaca,America/Eirunepe
SBTT,-4.25,-69.93333,97.0,Tabatinga,America/Manaus
SBUA,-0.13,-67.08,73.0,Sao Gabriel Da Cachoeira,America/Manaus
SBUF,-9.4,-38.22,163.0,Paulo Afonso,America/Fortaleza
SBUR,-19.78,-47.97,713.0,Uberaba,America/Sao_Paulo
SBVH,-12.7,-60.1,612.0,Vilhena Aeroporto,America/Porto_Velho
SBVT,-20.27,-40.28,4.0,Vitoria Aeroporto,America/Sao_Paulo
SBYS,-21.98,-47.33,604.0,Pirassununga,America/Sao_Paulo
SBTF,-3.37,-64.68,44.0,Tefe,America/Manaus
SBUL,-18.88,-48.23,642.0,Uberlandia,America/Sao_Paulo
SBRP,-21.13,-47.78,575.0,Leite Lopes / Ribeir,America/Sao_Paulo
SBGM,-10.79,-65.28,146.0,Guajará-Mirim Airport,America/Manaus
SBMS,-5.2,-37.37,46.0,Mocoro / 17 Rosado,America/Fortaleza
SBCC,-9.33,-54.95,536.0,Cachimbo,America/Santarem
SBSR,-20.82,-49.41,544.0,São José do Rio Preto Airport,America/Sao_Paulo
SBPS,-16.43,-39.07,1.0,Porto Seguro,America/Fortaleza
SBEK,-6.27,-57.73,98.0,Jacareacanga,America/Santarem
SBPJ,-10.24167,-48.35278,236.0,Brigadeiro Lysias Rodrigues Airport,America/Fortaleza
SBLS,-19.66,-43.9,852.0,Lagoa Santa Airport,America/Sao_Paulo
SBNF,-26.88,-48.65,5.0,Ministro Victor Konder International Airport,America/Sao_Paulo
SBLE,-12.48,-41.28,511.0,Chapada Diamantina Airport,America/Fortaleza
SBJU,-7.22,-39.27,424.0,Orlando Bezerra de Menezes Airport,America/Fortaleza
SBCA,-25.0,-53.5,754.0,Cascavel Airport,America/Sao_Paulo
SBJV,-26.22,-48.8,5.0,Lauro Carneiro de Loyola Airport,America/Sao_Paulo
SBPR,-19.91,-43.99,928.0,Carlos Prates Airport,America/Sao_Paulo
SBML,-22.2,-49.93,647.0,Marília Airport,America/Sao_Paulo
SBNM,-28.28,-54.17,322.0,Santo Ângelo Airport,America/Sao_Paulo
SBAU,-21.14,-50.42,415.0,Araçatuba Airport,America/Sao_Paulo
SBCB,-22.92,-42.07,7.0,Cabo Frio Airport,America/Sao_Paulo
SBFS,-22.03,-41.07,3.0,São Tomé Heliport,America/Sao_Paulo
SBAX,-19.56,-46.96,999.0,Araxá Airport,America/Sao_Paulo
SBAA,-8.25,-49.28,117.0,Conceicao Do Araguaia,America/Fortaleza
SBCI,-7.32,-47.47,120.0,Maranhao / Carolina Airport,America/Fortaleza
SBPG,-25.52,-48.52,1.0,Paranagua,America/Sao_Paulo
SBPK,-31.78333,-52.41667,1.0,Pelotas,America/Sao_Paulo
SBIC,-3.13,-58.48,43.0,Itacoatiara Airport,America/Manaus
48300,19.3,97.83,744.0,MAE HONG SON,Asia/Bangkok
48302,19.92,99.03,1543.0,DOI ANG KHANG,Asia/Bangkok
48303,19.97,99.88,358.0,CHIANG RAI,Asia/Bangkok
48304,19.87,99.77,397.0,CHAING RAI AGROMET,Asia/Bangkok
48307,19.42,100.88,295.0,TUNG CHANG,Asia/Bangkok
48310,19.13,99.9,385.0,PHAYAO,Asia/Bangkok
48315,19.12,100.8,219.0,THA WANG PHA,Asia/Bangkok
48324,17.63,99.25,180.0,THOEN,Asia/Bangkok
48325,18.17,97.93,199.0,MAE SARIANG,Asia/Bangkok
48327,18.78,98.97,295.0,CHIANG MAI,Asia/Bangkok
48328,18.28,99.52,255.0,LAMPANG,Asia/Bangkok
48329,18.57,99.03,286.0,LAMPHUN,Asia/Bangkok
48330,18.17,100.17,165.0,PHRAE,Asia/Bangkok
48331,18.78,100.78,200.0,NAN,Asia/Bangkok
48333,18.87,100.75,264.0,NAN AGROMET,Asia/Bangkok
48334,18.32,99.28,319.0,LAMPANG AGROMET,Asia/Bangkok
48350,17.4,101.73,264.0,LOEI AGROMET,Asia/Bangkok
48351,17.62,100.1,71.0,UTTARADIT,Asia/Bangkok
48352,17.87,102.73,161.0,NONG KHAI,Asia/Bangkok
48353,17.45,101.73,251.0,LOEI,Asia/Bangkok
48354,17.38,102.8,174.0,UDON THANI,Asia/Bangkok
48355,17.12,104.05,192.0,SAKON NAKHON AGROMET,Asia/Bangkok
48356,17.15,104.13,169.0,SAKON NAKHON,Asia/Bangkok
48357,17.42,104.78,129.0,NAKHON PHANOM,Asia/Bangkok
48358,17.43,104.78,153.0,NAKHON PHANOM AGROMET,Asia/Bangkok
48360,17.22,102.42,226.0,NONGBUALAMPHU,Asia/Bangkok
48372,17.1,99.8,55.0,SUKHOTHAI,Asia/Bangkok
48373,17.17,99.87,54.0,SI SAMRONG AGROMET,Asia/Bangkok
48374,16.77,101.25,149.0,LOMSAK,Asia/Bangkok
48375,16.67,98.55,208.0,MAE SOT,Asia/Bangkok
48376,16.88,99.12,98.0,TAK,Asia/Bangkok
48377,17.23,99.05,130.0,BHUMIBOL DAM,Asia/Bangkok
48378,16.78,100.27,45.0,PHITSANULOK,Asia/Bangkok
48379,16.43,101.15,121.0,PHETCHABUN,Asia/Bangkok
48380,16.48,99.53,81.0,KAMPHAENG PHET,Asia/Bangkok
48381,16.28,102.47,224.0,KHON KAEN,Asia/Bangkok
48382,16.25,103.07,156.0,KOSUMPHISAI,Asia/Bangkok
48383,16.53,104.72,154.0,MUKDAHAN,Asia/Bangkok
48384,16.33,102.82,167.0,THA PHRA AGROMET,Asia/Bangkok
48385,16.02,98.87,543.0,UMPHANG,Asia/Bangkok
48386,16.43,100.28,36.0,PICHIT AGROMET,Asia/Bangkok
48387,16.75,98.93,863.0,DOI MU SOE AGROMET,Asia/Bangkok
48390,16.33,103.58,147.0,KAMALASAI,Asia/Bangkok
48400,15.8,100.17,22.0,NAKHON SAWAN,Asia/Bangkok
48401,15.35,100.5,87.0,TAKFA AGROMET,Asia/Bangkok
48402,15.15,100.18,15.0,CHAI NAT AGROMET,Asia/Bangkok
48403,15.8,102.03,198.0,CHAIYAPHUM,Asia/Bangkok
48404,16.07,103.62,153.0,ROI ET AGROMET,Asia/Bangkok
48405,16.05,103.68,141.0,ROI ET,Asia/Bangkok
48407,15.25,104.87,130.0,UBON RATCHATHANI,Asia/Bangkok
48408,15.38,105.05,130.0,UBON RATCHATHANI AGROMET,Asia/Bangkok
48409,15.03,104.25,127.0,SISAKET AGROMET,Asia/Bangkok
48410,15.3742,100.0389,24.0,UTHAITHANI,Asia/Bangkok
48413,15.58,101.12,96.0,WICHIAN BURI,Asia/Bangkok
48415,14.52,100.72,8.0,AYUTTHAYA AGROMET,Asia/Bangkok
48416,15.32,103.68,141.0,THA TUM,Asia/Bangkok
48418,15.27,101.2,51.0,BUA CHUM,Asia/Bangkok
48419,14.1,100.62,6.0,PATHUMTHANI AGROMET,Asia/Bangkok
48420,13.52,100.75,3.0,SAMUTPRAKAN AGROMET,Asia/Bangkok
48421,14.75,98.63,89.0,THONG PHAPHUM,Asia/Bangkok
48425,14.47,100.13,6.0,SUPHAN BURI,Asia/Bangkok
48426,14.8,100.62,6.0,LOP BURI,Asia/Bangkok
48427,14.3,99.87,7.0,U THONG AGROMET,Asia/Bangkok
48429,13.68,100.77,1.0,SUVARNABHUMI INTERNATIONAL AIRPORT,Asia/Bangkok
48430,14.05,101.37,26.0,PRACHIN BURI,Asia/Bangkok
48431,14.97,102.08,188.0,NAKHON RATCHASIMA,Asia/Bangkok
48432,14.88,103.5,159.0,SURIN,Asia/Bangkok
48433,14.88,103.45,145.0,SURIN AGROMET,Asia/Bangkok
48434,14.72,102.17,193.0,CHOK CHAI,Asia/Bangkok
48435,14.63,101.32,386.0,PAKCHONG AGROMET,Asia/Bangkok
48436,14.58,102.8,194.0,NANGRONG,Asia/Bangkok
48437,15.23,103.25,197.0,BURERAM,Asia/Bangkok
48438,13.4078,100.0322,2.0,SAMUTSONGKRAM,Asia/Bangkok
48439,13.98,101.7,11.0,KABINBURI,Asia/Bangkok
48440,13.78,102.03,50.0,SRAKAEW,Asia/Bangkok
48450,14.02,99.53,17.0,KANCHANA BURI,Asia/Bangkok
48451,14.02,99.97,7.0,NAKHONPATHOM AGROMET,Asia/Bangkok
48453,13.67,100.6,3.0,BANGNA AGROMET,Asia/Bangkok
48454,13.7,100.57,2.0,BANGKOK PORT,Asia/Bangkok
48455,13.73,100.57,2.0,BANGKOK,Asia/Bangkok
48456,13.92,100.6,2.0,DON MUANG,Asia/Bangkok
48457,13.38,100.6,15.0,BANGKOK PILOT,Asia/Bangkok
48458,13.5,101.45,70.0,CHACHOENGSAO AGROMET,Asia/Bangkok
48459,13.37,100.98,2.0,CHON BURI,Asia/Bangkok
48460,13.17,100.8,41.0,KO SICHANG,Asia/Bangkok
48461,12.92,100.87,14.0,PHATTHAYA,Asia/Bangkok
48462,13.7,102.58,54.0,ARANYAPRATHET,Asia/Bangkok
48463,13.08,100.88,82.0,LAEM CHABANG,Asia/Bangkok
48464,13.48,99.78,5.0,RATCHA BURI,Asia/Bangkok
48465,13.15,100.07,2.0,PHETCHABURI,Asia/Bangkok
48474,12.58,99.73,106.0,NONG PHLUB AGROMET,Asia/Bangkok
48475,12.58,99.97,12.0,HUA HIN,Asia/Bangkok
48477,12.68,100.98,14.0,SATTAHIP,Asia/Bangkok
48478,12.63,101.35,8.0,RAYONG,Asia/Bangkok
48479,12.73,101.13,45.0,HUAI PONG AGROMET,Asia/Bangkok
48480,12.62,102.12,9.0,CHANTHA BURI,Asia/Bangkok
48481,12.5,102.17,24.0,PHLIU AGROMET,Asia/Bangkok
48500,11.83,99.83,5.0,PRACHUAP KHIRIKHAN,Asia/Bangkok
48501,11.77,102.88,4.0,KHLONG YAI,Asia/Bangkok
48517,10.48,99.18,9.0,CHUMPHON,Asia/Bangkok
48520,10.33,99.1,13.0,SAWI AGROMET,Asia/Bangkok
48532,9.98,98.62,7.0,RANONG,Asia/Bangkok
48550,9.47,100.05,4.0,KO SAMUI,Asia/Bangkok
48551,9.13,99.15,7.0,SURAT THANI,Asia/Bangkok
48552,8.53,99.95,5.0,NAKHONSI THAMMARAT,Asia/Bangkok
48554,8.05,100.0,3.0,NAKHONSI THAMMARAT AGROMET,Asia/Bangkok
48555,9.1,99.63,37.0,SURAT THANI AGROMET,Asia/Bangkok
48556,8.57,99.25,25.0,PHRASANG,Asia/Bangkok
48557,8.43,99.52,32.0,CHAWANG,Asia/Bangkok
48560,7.58,100.17,2.0,PHATTHALUNG AGROMET,Asia/Bangkok
48561,8.68,98.25,19.0,TAKUA PA,Asia/Bangkok
48563,8.1,98.98,15.0,KRABI,Asia/Bangkok
48564,7.88,98.4,9.0,PHUKET,Asia/Bangkok
48565,8.13,98.3,4.0,PHUKET AIRPORT,Asia/Bangkok
48566,7.53,99.05,77.0,KO LANTA,Asia/Bangkok
48567,7.52,99.62,18.0,TRANG,Asia/Bangkok
48568,7.2,100.6,15.0,SONGKHLA,Asia/Bangkok
48569,6.92,100.43,71.0,HAT YAI AIRPORT,Asia/Bangkok
48570,6.65,100.08,32.0,SATUN,Asia/Bangkok
48571,7.0,100.5,10.0,KHO HONG AGROMET,Asia/Bangkok
48574,6.8,100.38,80.0,SA-DAO,Asia/Bangkok
48580,6.78,101.15,38.0,PATTANI,Asia/Bangkok
48581,6.52,101.28,36.0,YALA AGROMET,Asia/Bangkok
48583,6.42,101.82,1.0,NARATHIWAT,Asia/Bangkok
48830,21.83,106.77,267.0,LANG SON,Asia/Ho_Chi_Minh
48924,21.05,101.47,1370.0,LUANG NAMTHA (M.SING),Asia/Vientiane
48925,20.68,102.0,708.0,OUDOMXAY,Asia/Vientiane
48935,19.47,103.13,1057.0,PLAINE DES JARRES (XIENGKHOUANG),Asia/Vientiane
48938,19.23,101.73,298.0,SAYABOURY,Asia/Vientiane
48940,17.95,102.57,167.0,VIENTIANE,Asia/Vientiane
48941,18.47,102.4,180.0,PHONHONG,Asia/Vientiane
48946,17.38,104.65,164.0,THAKHEK,Asia/Vientiane
48955,15.12,105.17,146.0,PAKSE,Asia/Vientiane
48957,14.8,106.83,92.0,ATTOPEU,Asia/Vientiane
98134,20.43,121.95,167.0,BASCO RADAR,Asia/Manila
98336,16.28,122.12,7.0,CASIGURAN,Asia/Manila
98425,14.58,120.98,1.0,MANILA,Asia/Manila
98427,14.03,121.58,253.0,TAYABAS,Asia/Manila
98440,14.13,122.98,3.0,DAET,Asia/Manila
98446,13.58,124.23,1.0,VIRAC,Asia/Manila
98536,12.58,122.27,14.0,ROMBLON,Asia/Manila
98546,12.5,124.63,14.0,CATARMAN,Asia/Manila
98548,11.78,124.88,84.0,CATBALOGAN,Asia/Manila
98553,11.65,125.43,47.0,BORONGAN,Asia/Manila
98618,9.75,118.73,1.0,PUERTO PRINCESA,Asia/Manila
98644,9.6,123.85,12.0,TAGBILARAN,Asia/Manila
98646,10.3,123.97,5.0,MACTAN,Asia/Manila
98653,9.8,125.5,55.0,SURIGAO,Asia/Manila
98751,8.15,125.08,857.0,MALAYBALAY,Asia/Manila
98526,12.0,122.2,60.0,CORON,Asia/Manila
98747,8.43,124.28,188.0,LUMBIA AIRPORT,Asia/Manila
VDPP,11.55,104.85,18.0,Phnom-Penh / Pochentong,Asia/Phnom_Penh
VDSR,13.37,103.85,15.0,Siemreap,Asia/Phnom_Penh
VLSK,16.55,104.65,161.0,Savannakhet,Asia/Vientiane
VLVT,17.95,102.57,167.0,Vientiane,Asia/Vientiane
WBGB,3.2,113.03,1.0,Bintulu,Asia/Kuching
WBGG,1.48,110.33,65.0,Kuching,Asia/Kuching
WBGR,4.33,113.98,33.0,Miri,Asia/Kuching
WBGS,2.33,111.83,1.0,Sibu,Asia/Kuching
WBKK,5.93,116.05,57.0,Kota Kinabalu,Asia/Kuching
WBKL,5.3,115.25,1.0,Labuan,Asia/Kuching
WBKS,5.9,118.07,1.0,Sandakan,Asia/Kuching
WBKW,4.27,117.88,4.0,Tawau,Asia/Kuching
WMBA,4.22,100.7,1.0,Sitiawan,Asia/Kuala_Lumpur
WMKC,6.17,102.28,1.0,Kota Bharu,Asia/Kuala_Lumpur
WMKD,3.77539,103.20906,40.0,Kuantan,Asia/Kuala_Lumpur
WMKJ,1.63,103.67,23.0,Johore Bharu / Senai,Asia/Kuala_Lumpur
WMKK,2.73,101.7,24.0,Sepang/KL International Airport,Asia/Kuala_Lumpur
WMKM,2.27,102.25,11.0,Malacca,Asia/Kuala_Lumpur
WMKP,5.3,100.27,16.0,Penang / Bayan Lepas,Asia/Kuala_Lumpur
RPLB,14.8,120.27,33.0,Subic Bay Weather Station,Asia/Manila
RPLI,18.18,120.53,4.0,Laoag,Asia/Manila
RPLL,14.52,121.0,12.0,Ninoy Aquino Inter-National Airport,Asia/Manila
RPMD,7.12,125.65,2.0,Davao Airport,Asia/Manila
RPMZ,6.9,122.07,5.0,Zamboanga,Asia/Manila
RPVM,10.31667,123.98333,21.0,Masbate,Asia/Manila
VTBD,13.92,100.6,2.0,Don Muang,Asia/Bangkok
VTBS,13.37,100.98,1.0,Chon Buri,Asia/Bangkok
VTBU,12.67994,101.00503,8.0,Rayong,Asia/Bangkok
VTCC,18.78,98.98,293.0,Chiang Mai,Asia/Bangkok
VTCH,19.29889,97.97556,744.0,Mae Hong Son,Asia/Bangkok
VTCN,18.77,100.77,195.0,Nan,Asia/Bangkok
VTPM,16.67,98.55,208.0,Mae Sot,Asia/Bangkok
VTPP,16.82,100.27,39.0,PHITSANULOK,Asia/Bangkok
VTSB,9.13417,99.15194,15.0,Surat Thani,Asia/Bangkok
VTSC,6.51667,101.75,1.0,NARATHIWAT,Asia/Bangkok
VTSP,8.12,98.32,71.0,Phuket Airport,Asia/Bangkok
VTSS,6.92,100.43,71.0,Hat Yai,Asia/Bangkok
VTST,7.52,99.62,18.0,Trang,Asia/Bangkok
VTUD,17.38,102.8,174.0,Udon Thani,Asia/Bangkok
VTUK,16.46663,102.78366,162.0,Khon Kaen,Asia/Bangkok
VTUL,17.45,101.73,251.0,Loei,Asia/Bangkok
VTUU,15.25,104.87,130.0,Ubon Ratchathani,Asia/Bangkok
VVDN,16.03,108.18,38.0,Da Nang,Asia/Ho_Chi_Minh
VVNB,21.02,105.8,16.0,Ha Noi,Asia/Ho_Chi_Minh
VVPQ,10.22,103.97,14.0,PHU-QUOC,Asia/Ho_Chi_Minh
VVTS,10.82,106.67,7.0,Ho Chi Minh,Asia/Ho_Chi_Minh
WMSA,3.12,101.53,86.0,Subang/Sultan Abdul Aziz Shah Airport,Asia/Kuala_Lumpur
WMAU,2.38,103.87,3.0,Mersing Airport,Asia/Kuala_Lumpur
WMKA,6.19,100.4,5.0,Sultan Abdul Halim Airport,Asia/Kuala_Lumpur
WMKB,5.47,100.39,3.0,Butterworth Airport,Asia/Kuala_Lumpur
WMKI,4.57,101.09,40.0,Sultan Azlan Shah Airport,Asia/Kuala_Lumpur
WMKL,6.33,99.73,19.0,Langkawi,Asia/Kuala_Lumpur
WMKN,5.38,103.1,6.0,Sultan Mahmud Airport,Asia/Kuala_Lumpur
WBGY,1.22,111.45,11.0,Simanggang Airport,Asia/Kuching
WBKT,6.92,116.83,1.0,Kudat,Asia/Kuching
VTSR,9.98,98.62,7.0,Ranong,Asia/Bangkok
VTSM,9.55,100.06,20.0,Samui Airport,Asia/Bangkok
VTCP,18.17,100.17,165.0,Phrae,Asia/Bangkok
VTUO,15.23,103.25,180.0,Buri Ram Airport,Asia/Bangkok
VTBO,12.27,102.32,32.0,Trat Airport,Asia/Bangkok
VTUQ,14.95,102.31,233.0,Nakhon Ratchasima Airport,Asia/Bangkok
VTPH,12.58,99.95,3.0,Hua Hin,Asia/Bangkok
VTCL,18.28,99.52,255.0,Lampang,Asia/Bangkok
VTUV,16.12,103.77,137.0,Roi Et Airport,Asia/Bangkok
VTUI,17.2,104.12,161.0,Sakon Nakhon Airport,Asia/Bangkok
VTPB,16.68,101.19,137.0,Phetchabun Airport,Asia/Bangkok
VTCT,19.95,99.88333,382.0,Chiang Rai,Asia/Bangkok
VTSF,8.54,99.94,4.0,Nakhon Si Thammarat Airport,Asia/Bangkok
VTUW,17.38,104.64,179.0,Nakhon Phanom Airport,Asia/Bangkok
VTPO,17.24,99.82,55.0,Sukhothai Airport,Asia/Bangkok
VTSG,8.1,98.99,25.0,Krabi Airport,Asia/Bangkok
VTSE,10.71,99.36,5.0,Chumphon Airport,Asia/Bangkok
VLLB,19.88,102.13,303.0,Luang-Prabang,Asia/Vientiane
VVPB,16.4,107.68,27.0,Hue,Asia/Ho_Chi_Minh
WMKE,4.54,103.43,5.0,Kerteh Airport,Asia/Kuala_Lumpur
VLLN,20.97,101.4,600.0,Luang Namtha Airport,Asia/Vientiane
VLPS,15.13,105.78,107.0,Pakse International Airport,Asia/Vientiane
VVCT,10.09,105.71,3.0,Trà Nóc Airport,Asia/Ho_Chi_Minh
VVCR,12.0,109.22,12.0,Cam Ranh Airport,Asia/Ho_Chi_Minh
VVCI,20.82,106.72,2.0,Cat Bi International Airport,Asia/Ho_Chi_Minh
RPLC,15.18,120.55,149.0,Clarkfield Pampanga International Airport,Asia/Manila
76122,30.37,-107.95,1477.0,"NUEVA CASAS GRANDES,  CHIH.",America/Mexico_City
76220,28.95,-107.82,1849.0,"TEMOSACHIC, CHIH.",America/Mexico_City
76225,28.67,-106.03,1398.0,"CHIHUAHUA, CHIH.",America/Mexico_City
76243,28.7,-100.52,222.0,"PIEDRAS NEGRAS, COAH.",America/Mexico_City
76305,26.02,-111.33,7.0,"LORETO, BCS",America/Mexico_City
76311,26.7,-108.32,230.0,"CHOIX, SIN.",America/Mexico_City
76323,26.92,-105.67,1770.0,"HIDALGO DEL PARRAL,  CHIH.",America/Mexico_City
76342,26.9,-101.43,617.0,"MONCLOVA, COAH.",America/Mexico_City
76382,21.52,-103.43,1870.0,"TORREON, COAH.",America/Mexico_City
76390,25.37,-101.02,1747.0,"SALTILLO, COAH.",America/Mexico_City
76393,25.73,-100.3,513.0,"MONTERREY, N.L.",America/Mexico_City
76405,24.12,-110.32,32.0,"LA PAZ, BCS",America/Mexico_City
76423,24.08,-104.6,1897.0,"DURANGO, DGO.",America/Mexico_City
76458,23.22,-106.4,1.0,"COLONIA JUAN CARRASCO MAZATLAN, SIN.",America/Mexico_City
76471,23.63,-103.65,2299.0,"SOMBRERETE, ZAC.",America/Mexico_City
76491,23.73,-99.17,371.0,"CIUDAD VICTORIA,  TAMPS.",America/Mexico_City
76499,23.77,-98.2,20.0,"SOTO LA MARINA,  TAMPS.",America/Mexico_City
76519,22.1,-103.27,1690.0,"COLOTLAN, JAL.",America/Mexico_City
76525,22.78,-102.57,2483.0,"ZACATECAS, ZAC. (LA BUFA, ZAC.)",America/Mexico_City
76539,22.2,-101.02,1903.0,"SAN LUIS POTOSI,  S.L.P.",America/Mexico_City
76548,22.2,-97.85,1.0,"TAMPICO, TAMPS",America/Mexico_City
76556,21.48,-104.88,951.0,"TEPIC, NAY.",America/Mexico_City
76571,21.85,-102.28,1894.0,"AGUASCALIENTES, AGS.",America/Mexico_City
76577,21.0,-101.28,1983.0,"GUANAJUATO, GTO.",America/Mexico_City
76581,21.92,-99.98,972.0,"RIO VERDE, S.L.P.",America/Mexico_City
76585,21.27,-98.8,325.0,"MATLAPA, S.L.P.",America/Mexico_City
76612,20.7,-103.38,1566.0,"GUADALAJARA, JAL.",America/Mexico_City
76625,20.58,-100.4,1841.0,"QUERETARO, QRO.",America/Mexico_City
76632,20.12,-98.75,2397.0,"PACHUCA, HGO.",America/Mexico_City
76640,20.95,-97.42,5.0,TUXPAN.VER.,America/Mexico_City
76644,20.95,-89.65,11.0,"AEROP.INTERNACIONAL MERIDA, YUC",America/Mexico_City
76647,20.68,-88.2,41.0,"VALLADOLID, YUC.",America/Mexico_City
76654,19.07,-104.33,3.0,"MANZANILLO, COL.",America/Mexico_City
76656,19.72,-103.47,1529.0,"CIUDAD GUZMAN, JAL.",America/Mexico_City
76658,19.23,-103.72,482.0,"COLIMA, COL.",America/Mexico_City
76665,19.7,-101.18,1927.0,"MORELIA, MICH.",America/Mexico_City
76675,19.28,-99.7,2751.0,"TOLUCA, MEX.",America/Mexico_City
76683,19.32,-98.23,2311.0,"TLAXCALA, TLAX.",America/Mexico_City
76685,19.05,-98.17,2184.0,"PUEBLA, PUE.",America/Mexico_City
76687,19.5,-96.9,1400.0,"JALAPA, VER.",America/Mexico_City
76692,19.15,-96.13,5.0,"HACIENDA YLANG YLANG VERACRUZ, VER.",America/Mexico_City
76695,19.83,-90.5,42.0,"CAMPECHE, CAMP.",America/Mexico_City
76737,18.85,-97.1,1216.0,"ORIZABA, VER.",America/Mexico_City
76741,18.18,-94.5,16.0,"COATZACOALCOS, VER.",America/Mexico_City
76743,17.98,-92.93,10.0,"VILLAHERMOSA, TAB.",America/Mexico_City
76762,17.55,-99.5,1262.0,"CHILPANCINGO, RO.",America/Mexico_City
76775,17.07,-96.7,1568.0,"OAXACA, OAX.",America/Mexico_City
76805,16.75,-99.75,27.0,"ACAPULCO, GRO.",America/Mexico_City
76840,16.23,-93.9,78.0,"ARRIAGA, CHIS.",America/Mexico_City
76843,16.75,-93.13,584.0,"TUXTLA GUTIERREZ,  CHIS.",America/Mexico_City
76845,16.73,-92.63,2195.0,"SN. CRISTOBAL LAS CASAS, CHIS.",America/Mexico_City
76848,16.23,-92.13,1642.0,"COMITAN, CHIS.",America/Mexico_City
MMAA,16.77,-99.75,10.0,Acapulco / G. Alvarez,America/Mexico_City
